0.000    total_energy       0.000000000000 [eV/u.c.]
0.010    total_energy      -0.000327733019 [eV/u.c.]
0.020    total_energy      -0.001303658851 [eV/u.c.]
0.030    total_energy      -0.002905957824 [eV/u.c.]
0.040    total_energy      -0.005098263815 [eV/u.c.]
0.050    total_energy      -0.007829664255 [eV/u.c.]
0.060    total_energy      -0.011034700124 [eV/u.c.]
0.070    total_energy      -0.014633365956 [eV/u.c.]
0.080    total_energy      -0.018531109833 [eV/u.c.]
0.090    total_energy      -0.022618833391 [eV/u.c.]
0.100    total_energy      -0.026772891816 [eV/u.c.]
0.110    total_energy      -0.030855093846 [eV/u.c.]
0.120    total_energy      -0.034712701771 [eV/u.c.]
0.130    total_energy      -0.038178431431 [eV/u.c.]
0.140    total_energy      -0.041070452217 [eV/u.c.]
0.150    total_energy      -0.043192387074 [eV/u.c.]
0.160    total_energy      -0.044333312495 [eV/u.c.]
0.170    total_energy      -0.044267758526 [eV/u.c.]
0.180    total_energy      -0.042755708765 [eV/u.c.]
0.190    total_energy      -0.039542600360 [eV/u.c.]
0.200    total_energy      -0.034359324012 [eV/u.c.]
0.210    total_energy      -0.026922223971 [eV/u.c.]
0.220    total_energy      -0.016933098041 [eV/u.c.]
0.230    total_energy      -0.004079197575 [eV/u.c.]
0.240    total_energy       0.011966772522 [eV/u.c.]
0.250    total_energy       0.031546653792 [eV/u.c.]
0.260    total_energy       0.055016834227 [eV/u.c.]
0.270    total_energy       0.082748248269 [eV/u.c.]
0.280    total_energy       0.115126376806 [eV/u.c.]
0.290    total_energy       0.152551247177 [eV/u.c.]
0.300    total_energy       0.195437433167 [eV/u.c.]
