0.000    total_energy       0.000000000000 [eV/u.c.]
0.010    total_energy      -0.000530474876 [eV/u.c.]
0.020    total_energy      -0.002074589669 [eV/u.c.]
0.030    total_energy      -0.004490414873 [eV/u.c.]
0.040    total_energy      -0.007541401307 [eV/u.c.]
0.050    total_energy      -0.010896380123 [eV/u.c.]
0.060    total_energy      -0.014129562799 [eV/u.c.]
0.070    total_energy      -0.016720541142 [eV/u.c.]
0.080    total_energy      -0.018054287289 [eV/u.c.]
0.090    total_energy      -0.017421153704 [eV/u.c.]
0.100    total_energy      -0.014016873180 [eV/u.c.]
0.110    total_energy      -0.006942558839 [eV/u.c.]
0.120    total_energy       0.004795295868 [eV/u.c.]
0.130    total_energy       0.022284817164 [eV/u.c.]
0.140    total_energy       0.046708750939 [eV/u.c.]
0.150    total_energy       0.079344462759 [eV/u.c.]
0.160    total_energy       0.121563937857 [eV/u.c.]
0.170    total_energy       0.174833781142 [eV/u.c.]
0.180    total_energy       0.240715217190 [eV/u.c.]
0.190    total_energy       0.320864090251 [eV/u.c.]
0.200    total_energy       0.417030864246 [eV/u.c.]
0.210    total_energy       0.531060622767 [eV/u.c.]
0.220    total_energy       0.664893069078 [eV/u.c.]
0.230    total_energy       0.820562526114 [eV/u.c.]
0.240    total_energy       1.000197936480 [eV/u.c.]
0.250    total_energy       1.206022862455 [eV/u.c.]
0.260    total_energy       1.440355485988 [eV/u.c.]
0.270    total_energy       1.705608608699 [eV/u.c.]
0.280    total_energy       2.004289651880 [eV/u.c.]
0.290    total_energy       2.339000656496 [eV/u.c.]
0.300    total_energy       2.712438283179 [eV/u.c.]
