0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023709391469 [eV/u.c.]
0.020    total_energy       0.022833870381 [eV/u.c.]
0.030    total_energy       0.021399505696 [eV/u.c.]
0.040    total_energy       0.019443553105 [eV/u.c.]
0.050    total_energy       0.017018170578 [eV/u.c.]
0.060    total_energy       0.014190418360 [eV/u.c.]
0.070    total_energy       0.011042258973 [eV/u.c.]
0.080    total_energy       0.007670557216 [eV/u.c.]
0.090    total_energy       0.004187080165 [eV/u.c.]
0.100    total_energy       0.000718497174 [eV/u.c.]
0.110    total_energy      -0.002593620130 [eV/u.c.]
0.120    total_energy      -0.005592797838 [eV/u.c.]
0.130    total_energy      -0.008107659769 [eV/u.c.]
0.140    total_energy      -0.009951927463 [eV/u.c.]
0.150    total_energy      -0.010924420182 [eV/u.c.]
0.160    total_energy      -0.010809054914 [eV/u.c.]
0.170    total_energy      -0.009374846369 [eV/u.c.]
0.180    total_energy      -0.006375906978 [eV/u.c.]
0.190    total_energy      -0.001551446900 [eV/u.c.]
0.200    total_energy       0.005374225988 [eV/u.c.]
