0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025519872623 [eV/u.c.]
0.020    total_energy      -0.026099911173 [eV/u.c.]
0.030    total_energy      -0.027043781493 [eV/u.c.]
0.040    total_energy      -0.028317192693 [eV/u.c.]
0.050    total_energy      -0.029872137522 [eV/u.c.]
0.060    total_energy      -0.031646892374 [eV/u.c.]
0.070    total_energy      -0.033566017287 [eV/u.c.]
0.080    total_energy      -0.035540355941 [eV/u.c.]
0.090    total_energy      -0.037467035657 [eV/u.c.]
0.100    total_energy      -0.039229467403 [eV/u.c.]
0.110    total_energy      -0.040697345788 [eV/u.c.]
0.120    total_energy      -0.041726649063 [eV/u.c.]
0.130    total_energy      -0.042159639124 [eV/u.c.]
0.140    total_energy      -0.041824861509 [eV/u.c.]
0.150    total_energy      -0.040537145400 [eV/u.c.]
0.160    total_energy      -0.038097603621 [eV/u.c.]
0.170    total_energy      -0.034293632640 [eV/u.c.]
0.180    total_energy      -0.028898912567 [eV/u.c.]
0.190    total_energy      -0.021673407157 [eV/u.c.]
0.200    total_energy      -0.012363363804 [eV/u.c.]
