0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023623846371 [eV/u.c.]
0.020    total_energy       0.022492186732 [eV/u.c.]
0.030    total_energy       0.020632580269 [eV/u.c.]
0.040    total_energy       0.018084766388 [eV/u.c.]
0.050    total_energy       0.014904380254 [eV/u.c.]
0.060    total_energy       0.011162952798 [eV/u.c.]
0.070    total_energy       0.006947910709 [eV/u.c.]
0.080    total_energy       0.002362576439 [eV/u.c.]
0.090    total_energy      -0.002473831796 [eV/u.c.]
0.100    total_energy      -0.007426200022 [eV/u.c.]
0.110    total_energy      -0.012343518499 [eV/u.c.]
0.120    total_energy      -0.017058881729 [eV/u.c.]
0.130    total_energy      -0.021389488448 [eV/u.c.]
0.140    total_energy      -0.025136641633 [eV/u.c.]
0.150    total_energy      -0.028085748498 [eV/u.c.]
0.160    total_energy      -0.030006320497 [eV/u.c.]
0.170    total_energy      -0.030651973318 [eV/u.c.]
0.180    total_energy      -0.029760426892 [eV/u.c.]
0.190    total_energy      -0.027053505384 [eV/u.c.]
0.200    total_energy      -0.022237137199 [eV/u.c.]
