0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025569111375 [eV/u.c.]
0.020    total_energy      -0.026296554401 [eV/u.c.]
0.030    total_energy      -0.027485059588 [eV/u.c.]
0.040    total_energy      -0.029098777150 [eV/u.c.]
0.050    total_energy      -0.031087517389 [eV/u.c.]
0.060    total_energy      -0.033386750692 [eV/u.c.]
0.070    total_energy      -0.035917607532 [eV/u.c.]
0.080    total_energy      -0.038586878468 [eV/u.c.]
0.090    total_energy      -0.041287014145 [eV/u.c.]
0.100    total_energy      -0.043896125294 [eV/u.c.]
0.110    total_energy      -0.046277982732 [eV/u.c.]
0.120    total_energy      -0.048282017363 [eV/u.c.]
0.130    total_energy      -0.049743320175 [eV/u.c.]
0.140    total_energy      -0.050482642245 [eV/u.c.]
0.150    total_energy      -0.050306394732 [eV/u.c.]
0.160    total_energy      -0.049006648883 [eV/u.c.]
0.170    total_energy      -0.046361136034 [eV/u.c.]
0.180    total_energy      -0.042133247601 [eV/u.c.]
0.190    total_energy      -0.036072035091 [eV/u.c.]
0.200    total_energy      -0.027912210096 [eV/u.c.]
