   0.00000   0   0   0  0.1208800000000000E+002  0.1208800000000000E+002  0.1208800000000000E+002
#  0.120880E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.120880E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.120880E+002
   0.03125   1   0   0  0.1174528626127202E+002  0.1212635258031515E+002  0.1212635258031515E+002
#  0.117453E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.121264E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.121264E+002
   0.06250   2   0   0  0.1073031534187131E+002  0.1223993645310747E+002  0.1223993645310747E+002
#  0.107303E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.122399E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.122399E+002
   0.09375   3   0   0  0.9082092005028196E+001  0.1242438665384412E+002  0.1242438665384412E+002
#  0.908209E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.124244E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.124244E+002
   0.12500   4   0   0  0.6863956549243262E+001  0.1267261486475165E+002  0.1267261486475165E+002
#  0.686396E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.126726E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.126726E+002
   0.15625   5   0   0  0.4161150676137623E+001  0.1297508181489287E+002  0.1297508181489287E+002
#  0.416115E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.129751E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.129751E+002
   0.18750   6   0   0  0.1077541699663739E+001  0.1332016386899928E+002  0.1332016386899928E+002
#  0.107754E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.133202E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.133202E+002
   0.21875   7   0   0 -0.2268369016520336E+001  0.1369459971725581E+002  0.1369459971725581E+002
# -0.226837E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.136946E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.136946E+002
   0.25000   8   0   0 -0.5748000000000000E+001  0.1408400000000000E+002  0.1408400000000000E+002
# -0.574800E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.140840E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.140840E+002
   0.28125   9   0   0 -0.9227630983479665E+001  0.1447340028274419E+002  0.1447340028274419E+002
# -0.922763E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.144734E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.144734E+002
   0.31250  10   0   0 -0.1257354169966374E+002  0.1484783613100072E+002  0.1484783613100072E+002
# -0.125735E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.148478E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.148478E+002
   0.34375  11   0   0 -0.1565715067613763E+002  0.1519291818510713E+002  0.1519291818510713E+002
# -0.156572E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.151929E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.151929E+002
   0.37500  12   0   0 -0.1835995654924326E+002  0.1549538513524835E+002  0.1549538513524835E+002
# -0.183600E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.154954E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.154954E+002
   0.40625  13   0   0 -0.2057809200502820E+002  0.1574361334615588E+002  0.1574361334615588E+002
# -0.205781E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.157436E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.157436E+002
   0.43750  14   0   0 -0.2222631534187131E+002  0.1592806354689253E+002  0.1592806354689253E+002
# -0.222263E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.159281E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.159281E+002
   0.46875  15   0   0 -0.2324128626127202E+002  0.1604164741968485E+002  0.1604164741968485E+002
# -0.232413E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.160416E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.160416E+002
   0.50000  16   0   0 -0.2358400000000000E+002  0.1608000000000000E+002  0.1608000000000000E+002
# -0.235840E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.160800E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.160800E+002
   0.53125  16   1   0 -0.2329754696025136E+002  0.1598538672070551E+002  0.1610713118407064E+002
# -0.232975E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.159854E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.161071E+002
   0.56250  16   2   0 -0.2244919607067826E+002  0.1570518281808558E+002  0.1618748210009406E+002
# -0.224492E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.157052E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.161875E+002
   0.59375  16   3   0 -0.2107154898020634E+002  0.1525015637097773E+002  0.1631796490742881E+002
# -0.210715E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.152502E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.163180E+002
   0.62500  16   4   0 -0.1921754789392905E+002  0.1463779379056256E+002  0.1649356522496459E+002
# -0.192175E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.146378E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.164936E+002
   0.65625  16   5   0 -0.1695844103385623E+002  0.1389162782738852E+002  0.1670753483097632E+002
# -0.169584E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.138916E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.167075E+002
   0.68750  16   6   0 -0.1438104460969876E+002  0.1304033322096570E+002  0.1695165099350049E+002
# -0.143810E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.130403E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.169517E+002
   0.71875  16   7   0 -0.1158440652061644E+002  0.1211662474560742E+002  0.1721653246531323E+002
# -0.115844E+002   0.000000E+000   0.000000E+000
#  0.000000E+000   0.121166E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.172165E+002
   0.75000  16   8   0 -0.8676000000000000E+001  0.1115600000000000E+002  0.1749200000000000E+002
# -0.867600E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.111560E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.174920E+002
   0.78125  16   9   0 -0.5767593479383560E+001  0.1019537525439258E+002  0.1776746753468677E+002
# -0.576759E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.101954E+002   0.000000E+000
#  0.000000E+000   0.000000E+000   0.177675E+002
   0.81250  16  10   0 -0.2970955390301242E+001  0.9271666779034298E+001  0.1803234900649950E+002
# -0.297096E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.927167E+001   0.000000E+000
#  0.000000E+000   0.000000E+000   0.180323E+002
   0.84375  16  11   0 -0.3935589661437708E+000  0.8420372172611478E+001  0.1827646516902368E+002
# -0.393559E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.842037E+001   0.000000E+000
#  0.000000E+000   0.000000E+000   0.182765E+002
   0.87500  16  12   0  0.1865547893929051E+001  0.7674206209437439E+001  0.1849043477503540E+002
#  0.186555E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.767421E+001   0.000000E+000
#  0.000000E+000   0.000000E+000   0.184904E+002
   0.90625  16  13   0  0.3719548980206344E+001  0.7061843629022266E+001  0.1866603509257119E+002
#  0.371955E+001   0.000000E+000   0.000000E+000
#  0.000000E+000   0.706184E+001   0.000000E+000
#  0.000000E+000   0.000000E+000   0.186660E+002
