     acell    7.4419883555E+00  7.4419883555E+00  7.4419883555E+00 Bohr
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.82324669282525D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2 -0.43904837970038D-02  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3 -0.11805000834747D-02  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4 -0.11805000834747D-02  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5 -0.14809797637174D-02  0.00000000000000D+00
   1   8 -0.44927068947737D-06  0.00000000000000D+00
   2   8 -0.44927068947737D-06  0.00000000000000D+00
   3   8 -0.41877257207432D-06  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1 -0.43904497713217D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.22318924708017D-02  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3 -0.39968397965527D-03  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4 -0.39968397965527D-03  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.29900255705274D-02  0.00000000000000D+00
   1   8 -0.38687527379073D-06  0.00000000000000D+00
   2   8 -0.38687527379073D-06  0.00000000000000D+00
   3   8 -0.71805450893060D-06  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1 -0.11804632744930D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2 -0.39822852237891D-03  0.00000000000000D+00
