u_x=,u_y=,u_z=   0.00000000   0.00000000   0.00000000	    etotal   -1.3185649729E+02
u_x=,u_y=,u_z=   0.00500066   0.00500066   0.00500066	    etotal1  -1.3185649752E+02
u_x=,u_y=,u_z=   0.01000132   0.01000132   0.01000132	    etotal2  -1.3185649822E+02
u_x=,u_y=,u_z=   0.01500199   0.01500199   0.01500199	    etotal3  -1.3185649934E+02
u_x=,u_y=,u_z=   0.02000265   0.02000265   0.02000265	    etotal4  -1.3185650084E+02
u_x=,u_y=,u_z=   0.02500331   0.02500331   0.02500331	    etotal5  -1.3185650263E+02
u_x=,u_y=,u_z=   0.03000397   0.03000397   0.03000397	    etotal6  -1.3185650462E+02
u_x=,u_y=,u_z=   0.03500463   0.03500463   0.03500463	    etotal7  -1.3185650669E+02
u_x=,u_y=,u_z=   0.04000529   0.04000529   0.04000529	    etotal8  -1.3185650870E+02
u_x=,u_y=,u_z=   0.04500596   0.04500596   0.04500596	    etotal9  -1.3185651050E+02
u_x=,u_y=,u_z=   0.05000662   0.05000662   0.05000662	    etotal10 -1.3185651191E+02
u_x=,u_y=,u_z=   0.05500728   0.05500728   0.05500728	    etotal11 -1.3185651275E+02
u_x=,u_y=,u_z=   0.06000794   0.06000794   0.06000794	    etotal12 -1.3185651280E+02
u_x=,u_y=,u_z=   0.06500860   0.06500860   0.06500860	    etotal13 -1.3185651184E+02
u_x=,u_y=,u_z=   0.07000926   0.07000926   0.07000926	    etotal14 -1.3185650965E+02
u_x=,u_y=,u_z=   0.07500993   0.07500993   0.07500993	    etotal15 -1.3185650599E+02
u_x=,u_y=,u_z=   0.08001059   0.08001059   0.08001059	    etotal16 -1.3185650061E+02
u_x=,u_y=,u_z=   0.08501125   0.08501125   0.08501125	    etotal17 -1.3185649325E+02
u_x=,u_y=,u_z=   0.09001191   0.09001191   0.09001191	    etotal18 -1.3185648366E+02
u_x=,u_y=,u_z=   0.09501257   0.09501257   0.09501257	    etotal19 -1.3185647158E+02
u_x=,u_y=,u_z=   0.10001324   0.10001324   0.10001324	    etotal20 -1.3185645673E+02
