     acell    1.4886846163E+01  7.4434230817E+00  7.4434230817E+00 Bohr
   1   1  0.33009715069509D-01  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.00000000000000D+00  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.00000000000000D+00  0.00000000000000D+00
   1   3 -0.14321942636856D-01  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3  0.00000000000000D+00  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4  0.00000000000000D+00  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.00000000000000D+00  0.00000000000000D+00
   1   6 -0.33009715069509D-01  0.00000000000000D+00
   2   6  0.00000000000000D+00  0.00000000000000D+00
   3   6  0.00000000000000D+00  0.00000000000000D+00
   1   7  0.00000000000000D+00  0.00000000000000D+00
   2   7  0.00000000000000D+00  0.00000000000000D+00
   3   7  0.00000000000000D+00  0.00000000000000D+00
   1   8  0.14321942636856D-01  0.00000000000000D+00
   2   8  0.00000000000000D+00  0.00000000000000D+00
   3   8  0.00000000000000D+00  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1  10  0.00000000000000D+00  0.00000000000000D+00
   2  10  0.00000000000000D+00  0.00000000000000D+00
   3  10  0.00000000000000D+00  0.00000000000000D+00
   1  13 -0.12568804792779D-06  0.00000000000000D+00
   2  13 -0.10505243300783D-06  0.00000000000000D+00
   3  13 -0.10505243301477D-06  0.00000000000000D+00
   1  14  0.00000000000000D+00  0.00000000000000D+00
   2  14  0.00000000000000D+00  0.00000000000000D+00
   3  14  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.15777218104420D-29  0.00000000000000D+00
   2   1  0.78585188413064D-02  0.00000000000000D+00
   3   1  0.00000000000000D+00  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.00000000000000D+00  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3 -0.10413653353181D-02  0.00000000000000D+00
   3   3  0.00000000000000D+00  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4  0.00000000000000D+00  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.00000000000000D+00  0.00000000000000D+00
   1   6  0.00000000000000D+00  0.00000000000000D+00
   2   6 -0.78585188413064D-02  0.00000000000000D+00
   3   6  0.00000000000000D+00  0.00000000000000D+00
   1   7  0.00000000000000D+00  0.00000000000000D+00
   2   7  0.00000000000000D+00  0.00000000000000D+00
   3   7  0.00000000000000D+00  0.00000000000000D+00
   1   8 -0.18143800820083D-28  0.00000000000000D+00
   2   8  0.10413653353181D-02  0.00000000000000D+00
   3   8  0.00000000000000D+00  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1  10  0.00000000000000D+00  0.00000000000000D+00
   2  10  0.00000000000000D+00  0.00000000000000D+00
   3  10  0.00000000000000D+00  0.00000000000000D+00
   1  13 -0.11405087816697D-06  0.00000000000000D+00
   2  13 -0.63560507022539D-07  0.00000000000000D+00
   3  13 -0.93530870113115D-07  0.00000000000000D+00
   1  14  0.00000000000000D+00  0.00000000000000D+00
   2  14  0.00000000000000D+00  0.00000000000000D+00
   3  14  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.78585489870918D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.00000000000000D+00  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3 -0.10414067447608D-02  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4  0.00000000000000D+00  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.00000000000000D+00  0.00000000000000D+00
   1   6  0.00000000000000D+00  0.00000000000000D+00
   2   6  0.00000000000000D+00  0.00000000000000D+00
   3   6 -0.78585489870918D-02  0.00000000000000D+00
   1   7  0.00000000000000D+00  0.00000000000000D+00
   2   7  0.00000000000000D+00  0.00000000000000D+00
   3   7  0.00000000000000D+00  0.00000000000000D+00
   1   8  0.00000000000000D+00  0.00000000000000D+00
   2   8  0.00000000000000D+00  0.00000000000000D+00
   3   8  0.10414067447608D-02  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1  10  0.00000000000000D+00  0.00000000000000D+00
   2  10  0.00000000000000D+00  0.00000000000000D+00
   3  10  0.00000000000000D+00  0.00000000000000D+00
   1  13 -0.11353037819226D-06  0.00000000000000D+00
   2  13 -0.93078190486692D-07  0.00000000000000D+00
   3  13 -0.63067711133374D-07  0.00000000000000D+00
   1  14  0.00000000000000D+00  0.00000000000000D+00
   2  14  0.00000000000000D+00  0.00000000000000D+00
   3  14  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.00000000000000D+00  0.00000000000000D+00
   1   2  0.75716446722369D-01  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.00000000000000D+00  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3  0.00000000000000D+00  0.00000000000000D+00
   1   4 -0.16232531831438D-01  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4  0.00000000000000D+00  0.00000000000000D+00
   1   5 -0.16232531831438D-01  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.00000000000000D+00  0.00000000000000D+00
   1   6  0.00000000000000D+00  0.00000000000000D+00
   2   6  0.00000000000000D+00  0.00000000000000D+00
   3   6  0.00000000000000D+00  0.00000000000000D+00
   1   7 -0.75716446722369D-01  0.00000000000000D+00
   2   7  0.00000000000000D+00  0.00000000000000D+00
   3   7  0.00000000000000D+00  0.00000000000000D+00
   1   8  0.00000000000000D+00  0.00000000000000D+00
   2   8  0.00000000000000D+00  0.00000000000000D+00
   3   8  0.00000000000000D+00  0.00000000000000D+00
   1   9  0.16232531831438D-01  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1  10  0.16232531831438D-01  0.00000000000000D+00
   2  10  0.00000000000000D+00  0.00000000000000D+00
   3  10  0.00000000000000D+00  0.00000000000000D+00
   1  13 -0.59749267146934D-06  0.00000000000000D+00
   2  13 -0.45277813269518D-09  0.00000000000000D+00
   3  13 -0.45277814136879D-09  0.00000000000000D+00
   1  14  0.00000000000000D+00  0.00000000000000D+00
   2  14  0.00000000000000D+00  0.00000000000000D+00
   3  14  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.00000000000000D+00  0.00000000000000D+00
   1   2 -0.63108872417681D-29  0.00000000000000D+00
   2   2  0.23856393138640D-02  0.00000000000000D+00
   3   2  0.00000000000000D+00  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3  0.00000000000000D+00  0.00000000000000D+00
   1   4  0.15777218104420D-29  0.00000000000000D+00
   2   4  0.28795121389509D-02  0.00000000000000D+00
   3   4  0.00000000000000D+00  0.00000000000000D+00
   1   5  0.15777218104420D-29  0.00000000000000D+00
   2   5 -0.33654881346386D-03  0.00000000000000D+00
   3   5  0.00000000000000D+00  0.00000000000000D+00
   1   6  0.00000000000000D+00  0.00000000000000D+00
   2   6  0.00000000000000D+00  0.00000000000000D+00
   3   6  0.00000000000000D+00  0.00000000000000D+00
   1   7  0.12621774483536D-28  0.00000000000000D+00
   2   7 -0.23856393138640D-02  0.00000000000000D+00
   3   7  0.00000000000000D+00  0.00000000000000D+00
   1   8  0.00000000000000D+00  0.00000000000000D+00
   2   8  0.00000000000000D+00  0.00000000000000D+00
   3   8  0.00000000000000D+00  0.00000000000000D+00
   1   9 -0.31554436208840D-29  0.00000000000000D+00
   2   9 -0.28795121389509D-02  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1  10  0.00000000000000D+00  0.00000000000000D+00
   2  10  0.33654881346386D-03  0.00000000000000D+00
   3  10  0.00000000000000D+00  0.00000000000000D+00
   1  13 -0.56815847753952D-07  0.00000000000000D+00
   2  13 -0.34479944320889D-06  0.00000000000000D+00
   3  13 -0.28754100172071D-07  0.00000000000000D+00
   1  14  0.00000000000000D+00  0.00000000000000D+00
   2  14  0.00000000000000D+00  0.00000000000000D+00
   3  14  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.00000000000000D+00  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2  0.23855820423553D-02  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3  0.00000000000000D+00  0.00000000000000D+00
   1   4 -0.15777218104420D-29  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4 -0.33654195091017D-03  0.00000000000000D+00
   1   5  0.15777218104420D-29  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.28795404577759D-02  0.00000000000000D+00
   1   6  0.00000000000000D+00  0.00000000000000D+00
   2   6  0.00000000000000D+00  0.00000000000000D+00
   3   6  0.00000000000000D+00  0.00000000000000D+00
   1   7  0.00000000000000D+00  0.00000000000000D+00
   2   7  0.00000000000000D+00  0.00000000000000D+00
   3   7 -0.23855820423553D-02  0.00000000000000D+00
   1   8  0.00000000000000D+00  0.00000000000000D+00
