-0.015	    etotal1  -1.3184227398E+02
-0.010	    etotal2  -1.3184259977E+02
-0.005	    etotal3  -1.3184279255E+02
 0.000	    etotal4  -1.3184285199E+02
 0.005	    etotal5  -1.3184279138E+02
 0.010	    etotal6  -1.3184260571E+02
 0.015	    etotal7  -1.3184229934E+02
