0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025552994373 [eV/u.c.]
0.020    total_energy      -0.026232189990 [eV/u.c.]
0.030    total_energy      -0.027340628151 [eV/u.c.]
0.040    total_energy      -0.028842977055 [eV/u.c.]
0.050    total_energy      -0.030689772180 [eV/u.c.]
0.060    total_energy      -0.032817416284 [eV/u.c.]
0.070    total_energy      -0.035148179404 [eV/u.c.]
0.080    total_energy      -0.037590198857 [eV/u.c.]
0.090    total_energy      -0.040037479239 [eV/u.c.]
0.100    total_energy      -0.042369892427 [eV/u.c.]
0.110    total_energy      -0.044453177576 [eV/u.c.]
0.120    total_energy      -0.046138941121 [eV/u.c.]
0.130    total_energy      -0.047264656776 [eV/u.c.]
0.140    total_energy      -0.047653665536 [eV/u.c.]
0.150    total_energy      -0.047115175673 [eV/u.c.]
0.160    total_energy      -0.045444262741 [eV/u.c.]
0.170    total_energy      -0.042421869572 [eV/u.c.]
0.180    total_energy      -0.037814806279 [eV/u.c.]
0.190    total_energy      -0.031375750253 [eV/u.c.]
0.200    total_energy      -0.022843246165 [eV/u.c.]
