0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023637163804 [eV/u.c.]
0.020    total_energy       0.022545456462 [eV/u.c.]
0.030    total_energy       0.020752437161 [eV/u.c.]
0.040    total_energy       0.018297845307 [eV/u.c.]
0.050    total_energy       0.015237316066 [eV/u.c.]
0.060    total_energy       0.011642380367 [eV/u.c.]
0.070    total_energy       0.007600464900 [eV/u.c.]
0.080    total_energy       0.003214892117 [eV/u.c.]
0.090    total_energy      -0.001395119767 [eV/u.c.]
0.100    total_energy      -0.006094456775 [eV/u.c.]
0.110    total_energy      -0.010732109171 [eV/u.c.]
0.120    total_energy      -0.015141171453 [eV/u.c.]
0.130    total_energy      -0.019138842361 [eV/u.c.]
0.140    total_energy      -0.022526424869 [eV/u.c.]
0.150    total_energy      -0.025089326193 [eV/u.c.]
0.160    total_energy      -0.026597057785 [eV/u.c.]
0.170    total_energy      -0.026803235335 [eV/u.c.]
0.180    total_energy      -0.025445578773 [eV/u.c.]
0.190    total_energy      -0.022245912263 [eV/u.c.]
0.200    total_energy      -0.016910164212 [eV/u.c.]
