0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025510850397 [eV/u.c.]
0.020    total_energy      -0.026063614085 [eV/u.c.]
0.030    total_energy      -0.026961332365 [eV/u.c.]
0.040    total_energy      -0.028168673434 [eV/u.c.]
0.050    total_energy      -0.029636172772 [eV/u.c.]
0.060    total_energy      -0.031300233136 [eV/u.c.]
0.070    total_energy      -0.033083124564 [eV/u.c.]
0.080    total_energy      -0.034892984373 [eV/u.c.]
0.090    total_energy      -0.036623817158 [eV/u.c.]
0.100    total_energy      -0.038155494796 [eV/u.c.]
0.110    total_energy      -0.039353756442 [eV/u.c.]
0.120    total_energy      -0.040070208532 [eV/u.c.]
0.130    total_energy      -0.040142324779 [eV/u.c.]
0.140    total_energy      -0.039393446178 [eV/u.c.]
0.150    total_energy      -0.037632781002 [eV/u.c.]
0.160    total_energy      -0.034655404804 [eV/u.c.]
0.170    total_energy      -0.030242260417 [eV/u.c.]
0.180    total_energy      -0.024160157953 [eV/u.c.]
0.190    total_energy      -0.016161774803 [eV/u.c.]
0.200    total_energy      -0.005985655639 [eV/u.c.]
