0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023632609595 [eV/u.c.]
0.020    total_energy       0.022527177532 [eV/u.c.]
0.030    total_energy       0.020711076722 [eV/u.c.]
0.040    total_energy       0.018223736105 [eV/u.c.]
0.050    total_energy       0.015120356197 [eV/u.c.]
0.060    total_energy       0.011471909092 [eV/u.c.]
0.070    total_energy       0.007365138460 [eV/u.c.]
0.080    total_energy       0.002902559546 [eV/u.c.]
0.090    total_energy      -0.001797540828 [eV/u.c.]
0.100    total_energy      -0.006601104263 [eV/u.c.]
0.110    total_energy      -0.011358300786 [eV/u.c.]
0.120    total_energy      -0.015903528845 [eV/u.c.]
0.130    total_energy      -0.020055415313 [eV/u.c.]
0.140    total_energy      -0.023616815488 [eV/u.c.]
0.150    total_energy      -0.026374813089 [eV/u.c.]
0.160    total_energy      -0.028100720261 [eV/u.c.]
0.170    total_energy      -0.028550077569 [eV/u.c.]
0.180    total_energy      -0.027462654009 [eV/u.c.]
0.190    total_energy      -0.024562446996 [eV/u.c.]
0.200    total_energy      -0.019557682363 [eV/u.c.]
