0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023618332643 [eV/u.c.]
0.020    total_energy       0.022470131818 [eV/u.c.]
0.030    total_energy       0.020582956712 [eV/u.c.]
0.040    total_energy       0.017996546731 [eV/u.c.]
0.050    total_energy       0.014766537042 [eV/u.c.]
0.060    total_energy       0.010964458572 [eV/u.c.]
0.070    total_energy       0.006677738012 [eV/u.c.]
0.080    total_energy       0.002009697814 [eV/u.c.]
0.090    total_energy      -0.002920443806 [eV/u.c.]
0.100    total_energy      -0.007977572873 [eV/u.c.]
0.110    total_energy      -0.013010679649 [eV/u.c.]
0.120    total_energy      -0.017852858634 [eV/u.c.]
0.130    total_energy      -0.022321308566 [eV/u.c.]
0.140    total_energy      -0.026217332421 [eV/u.c.]
0.150    total_energy      -0.029326337414 [eV/u.c.]
0.160    total_energy      -0.031417834996 [eV/u.c.]
0.170    total_energy      -0.032245440859 [eV/u.c.]
0.180    total_energy      -0.031546874930 [eV/u.c.]
0.190    total_energy      -0.029043961377 [eV/u.c.]
0.200    total_energy      -0.024442628604 [eV/u.c.]
