0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025598841780 [eV/u.c.]
0.020    total_energy      -0.026415372752 [eV/u.c.]
0.030    total_energy      -0.027752013625 [eV/u.c.]
0.040    total_energy      -0.029572398278 [eV/u.c.]
0.050    total_energy      -0.031825614138 [eV/u.c.]
0.060    total_energy      -0.034446202189 [eV/u.c.]
0.070    total_energy      -0.037354156962 [eV/u.c.]
0.080    total_energy      -0.040454926541 [eV/u.c.]
0.090    total_energy      -0.043639412561 [eV/u.c.]
0.100    total_energy      -0.046783970208 [eV/u.c.]
0.110    total_energy      -0.049750408221 [eV/u.c.]
0.120    total_energy      -0.052385988889 [eV/u.c.]
0.130    total_energy      -0.054523428051 [eV/u.c.]
0.140    total_energy      -0.055980895101 [eV/u.c.]
0.150    total_energy      -0.056562012980 [eV/u.c.]
0.160    total_energy      -0.056055858185 [eV/u.c.]
0.170    total_energy      -0.054236960760 [eV/u.c.]
0.180    total_energy      -0.050865304303 [eV/u.c.]
0.190    total_energy      -0.045686325962 [eV/u.c.]
0.200    total_energy      -0.038430916439 [eV/u.c.]
