   0.00000   0   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.03125   1   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.06250   2   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.09375   3   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.12500   4   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.15625   5   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.18750   6   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.21875   7   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.25000   8   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.28125   9   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.31250  10   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.34375  11   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
   0.37500  12   0   0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
#  0.000000E+000   0.000000E+000   0.000000E+000
