# 0.0  37  79  91
# 0.1  43  93 113
# 0.2  48 107 134
# 0.3  55 122 156
# 0.4  60 136 178
# 0.5  68 154 203
# 0.6  76 174 230
# 0.7  84 192 255
# 0.8  92 210 282
# 0.9 102 232 311
# 1.0 113 255 342
##
# 111
0.0  37.000  0.00000  0.00000  0.00000   -0.44729E-02 -0.44436E-02 -0.44593E-02 -0.89255E-03  0.88597E-03 -0.88961E-03   -0.51722E-01  0.52105E-01 -0.51896E-01    0.87688E+02  0.88986E+02  0.88268E+02 -0.88600E+02  0.87947E+02 -0.88293E+02    0.4782641E-02 -0.6353815E-01  0.0000000E+00  0.2748322E-02  0.6228063E-02 -0.1245613E-01  0.4864824E-02 -0.1642831E-03  0.7455689E-02  0.0000000E+00  0.1821515E+01  0.4782641E-02  0.4782657E-02  0.6020774E-01  0.0000000E+00   -0.50725E+00  0.51100E+00 -0.50896E+00    0.84340E+04  0.85588E+04  0.84898E+04 -0.85217E+04  0.84589E+04 -0.84922E+04
0.1  43.000  0.00000  0.00000  0.00000   -0.31191E-02 -0.30334E-02 -0.30793E-02  0.11368E-02  0.11181E-02  0.11281E-02    0.57934E-01  0.58919E-01  0.58393E-01    0.11000E+03  0.11377E+03  0.11176E+03  0.11273E+03  0.11085E+03  0.11185E+03    0.5558225E-02 -0.7952793E-01  0.0000000E+00  0.4177454E-02  0.3028095E-02 -0.6056191E-02  0.1065106E-01 -0.4269901E-03  0.8165222E-02  0.0000000E+00  0.2184713E+01  0.5558225E-02  0.5558207E-02  0.7496189E-01 -0.9758602E-02    0.56818E+00  0.57783E+00  0.57268E+00    0.10580E+05  0.10943E+05  0.10749E+05  0.10842E+05  0.10661E+05  0.10758E+05
0.2  48.000  0.00000  0.00000  0.00000   -0.17144E-02 -0.16573E-02 -0.16750E-02  0.13927E-02  0.13792E-02  0.13835E-02   -0.64376E-01 -0.64968E-01 -0.64788E-01    0.13582E+03  0.13833E+03  0.13757E+03  0.13791E+03  0.13666E+03  0.13704E+03    0.6204524E-02 -0.9639000E-01  0.0000000E+00  0.5936402E-02  0.1010025E-02 -0.2020049E-02  0.1531644E-01 -0.7169972E-03  0.8403104E-02  0.0000000E+00  0.2313868E+01  0.6204524E-02  0.6204516E-02  0.9036500E-01 -0.1750675E-01   -0.63135E+00 -0.63715E+00 -0.63539E+00    0.13063E+05  0.13305E+05  0.13232E+05  0.13265E+05  0.13144E+05  0.13181E+05
0.3  55.000  0.00000  0.00000  0.00000   -0.32040E-03 -0.23853E-03 -0.31058E-03  0.16399E-02  0.16224E-02  0.16383E-02    0.69991E-01  0.70745E-01  0.70052E-01    0.16053E+03  0.16402E+03  0.16083E+03  0.16238E+03  0.16066E+03  0.16225E+03    0.7109346E-02 -0.1129906E+00  0.0000000E+00  0.7997546E-02  0.2082628E-03 -0.4165255E-03  0.1932600E-01 -0.1025691E-02  0.9652300E-02  0.0000000E+00  0.3052959E+01  0.7109346E-02  0.7109337E-02  0.1057421E+00 -0.2340747E-01    0.68642E+00  0.69381E+00  0.68702E+00    0.15440E+05  0.15775E+05  0.15468E+05  0.15618E+05  0.15452E+05  0.15605E+05
0.4  60.000  0.00000  0.00000  0.00000    0.11080E-02  0.11737E-02  0.10742E-02  0.19081E-02  0.18948E-02  0.19161E-02    0.75815E-01  0.76364E-01  0.75502E-01    0.18836E+03  0.19110E+03  0.18681E+03  0.18892E+03  0.18756E+03  0.18970E+03    0.7755670E-02 -0.1306730E+00  0.0000000E+00  0.1039689E-01  0.6364290E-03 -0.1272858E-02  0.2167969E-01 -0.1274193E-02  0.1025478E-01  0.0000000E+00  0.3445979E+01  0.7755670E-02  0.7755630E-02  0.1218243E+00 -0.2657372E-01    0.74353E+00  0.74892E+00  0.74046E+00    0.18117E+05  0.18380E+05  0.17967E+05  0.18171E+05  0.18040E+05  0.18246E+05
0.5  68.000  0.00000  0.00000  0.00000    0.24474E-02  0.25870E-02  0.25438E-02  0.21879E-02  0.21570E-02  0.21655E-02    0.80327E-01  0.81475E-01  0.81137E-01    0.21144E+03  0.21754E+03  0.21573E+03  0.21661E+03  0.21356E+03  0.21445E+03    0.8789735E-02 -0.1481383E+00  0.0000000E+00  0.1313052E-01  0.2302839E-02 -0.4605679E-02  0.2347810E-01 -0.1523960E-02  0.1239064E-01  0.0000000E+00  0.5030902E+01  0.8789735E-02  0.8789728E-02  0.1380203E+00 -0.2785262E-01    0.78778E+00  0.79905E+00  0.79573E+00    0.20337E+05  0.20923E+05  0.20750E+05  0.20834E+05  0.20541E+05  0.20626E+05
0.6  76.000  0.00000  0.00000  0.00000    0.39217E-02  0.39455E-02  0.39496E-02  0.24428E-02  0.24379E-02  0.24367E-02    0.85730E-01  0.85899E-01  0.85937E-01    0.24085E+03  0.24180E+03  0.24202E+03  0.24188E+03  0.24141E+03  0.24130E+03    0.9823830E-02 -0.1659905E+00  0.0000000E+00  0.1620273E-01  0.5223920E-02 -0.1044784E-01  0.2406267E-01 -0.1704191E-02  0.1472687E-01  0.0000000E+00  0.7106869E+01  0.9823830E-02  0.9823803E-02  0.1545056E+00 -0.2677316E-01    0.84077E+00  0.84243E+00  0.84280E+00    0.23166E+05  0.23257E+05  0.23278E+05  0.23265E+05  0.23219E+05  0.23208E+05
0.7  84.000  0.00000  0.00000  0.00000    0.53820E-02  0.53779E-02  0.53380E-02  0.27204E-02  0.27219E-02  0.27307E-02    0.90880E-01  0.90822E-01  0.90532E-01    0.27065E+03  0.27031E+03  0.26860E+03  0.26941E+03  0.26959E+03  0.27046E+03    0.1085792E-01 -0.1846897E+00  0.0000000E+00  0.1967931E-01  0.9448013E-02 -0.1889603E-01  0.2349925E-01 -0.1826426E-02  0.1718325E-01  0.0000000E+00  0.9675362E+01  0.1085792E-01  0.1085790E-01  0.1717091E+00 -0.2345614E-01    0.89128E+00  0.89071E+00  0.88787E+00    0.26032E+05  0.25999E+05  0.25835E+05  0.25913E+05  0.25930E+05  0.26014E+05
0.8  92.000  0.00000  0.00000  0.00000    0.67675E-02  0.68390E-02  0.67997E-02  0.30263E-02  0.30109E-02  0.30195E-02    0.95299E-01  0.95778E-01  0.95515E-01    0.29761E+03  0.30062E+03  0.29896E+03  0.29976E+03  0.29826E+03  0.29908E+03    0.1189199E-01 -0.2039807E+00  0.0000000E+00  0.2355181E-01  0.1499010E-01 -0.2998020E-01  0.2179898E-01 -0.1863000E-02  0.1973410E-01  0.0000000E+00  0.1276118E+02  0.1189199E-01  0.1189200E-01  0.1893838E+00 -0.1795066E-01    0.93462E+00  0.93931E+00  0.93673E+00    0.28625E+05  0.28914E+05  0.28755E+05  0.28831E+05  0.28688E+05  0.28766E+05
0.9 102.000  0.00000  0.00000  0.00000    0.81967E-02  0.82813E-02  0.82490E-02  0.33235E-02  0.33055E-02  0.33133E-02    0.99817E-01  0.10036E+00  0.10014E+00    0.32650E+03  0.33008E+03  0.32864E+03  0.32933E+03  0.32754E+03  0.32826E+03    0.1318460E-01 -0.2234576E+00  0.0000000E+00  0.2780754E-01  0.2184635E-01 -0.4369270E-01  0.1910944E-01 -0.1797697E-02  0.2351375E-01  0.0000000E+00  0.1811754E+02  0.1318460E-01  0.1318460E-01  0.2073811E+00 -0.1005188E-01    0.97893E+00  0.98428E+00  0.98212E+00    0.31404E+05  0.31748E+05  0.31609E+05  0.31675E+05  0.31504E+05  0.31573E+05
1.0 113.000  0.00000  0.00000  0.00000    0.96603E-02  0.97289E-02  0.96816E-02  0.36210E-02  0.36063E-02  0.36169E-02    0.10438E+00  0.10482E+00  0.10450E+00    0.35707E+03  0.36003E+03  0.35790E+03  0.35892E+03  0.35743E+03  0.35852E+03    0.1460647E-01 -0.2433879E+00  0.0000000E+00  0.3248972E-01  0.3005269E-01 -0.6010537E-01  0.1542395E-01 -0.1634742E-02  0.2787277E-01  0.0000000E+00  0.2545744E+02  0.1460647E-01  0.1460648E-01  0.2258215E+00  0.0000000E+00    0.10237E+01  0.10280E+01  0.10249E+01    0.34343E+05  0.34629E+05  0.34423E+05  0.34522E+05  0.34379E+05  0.34483E+05


# 110
