     acell    7.5323692530E+00  7.5323692530E+00  7.5323692530E+00 Bohr
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1  0.74274699887850D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2 -0.41057103953116D-02  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3 -0.90828396874346D-03  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4 -0.90828396874346D-03  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5 -0.15052380065069D-02  0.00000000000000D+00
   1   8 -0.83033439103597D-07  0.00000000000000D+00
   2   8 -0.83033439110536D-07  0.00000000000000D+00
   3   8 -0.57338986843292D-07  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1 -0.41058861231094D-02  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2 -0.17189587859214D-03  0.00000000000000D+00
   1   3  0.00000000000000D+00  0.00000000000000D+00
   2   3  0.00000000000000D+00  0.00000000000000D+00
   3   3 -0.56620083680976D-03  0.00000000000000D+00
   1   4  0.00000000000000D+00  0.00000000000000D+00
   2   4  0.00000000000000D+00  0.00000000000000D+00
   3   4 -0.56620083680976D-03  0.00000000000000D+00
   1   5  0.00000000000000D+00  0.00000000000000D+00
   2   5  0.00000000000000D+00  0.00000000000000D+00
   3   5  0.55302605132009D-02  0.00000000000000D+00
   1   8 -0.36657284048502D-07  0.00000000000000D+00
   2   8 -0.36657284041564D-07  0.00000000000000D+00
   3   8 -0.29768446811046D-06  0.00000000000000D+00
   1   9  0.00000000000000D+00  0.00000000000000D+00
   2   9  0.00000000000000D+00  0.00000000000000D+00
   3   9  0.00000000000000D+00  0.00000000000000D+00
   1   1  0.00000000000000D+00  0.00000000000000D+00
   2   1  0.00000000000000D+00  0.00000000000000D+00
   3   1 -0.90821359207900D-03  0.00000000000000D+00
   1   2  0.00000000000000D+00  0.00000000000000D+00
   2   2  0.00000000000000D+00  0.00000000000000D+00
   3   2 -0.56476930557509D-03  0.00000000000000D+00
