0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025612158752 [eV/u.c.]
0.020    total_energy      -0.026468640642 [eV/u.c.]
0.030    total_energy      -0.027871866378 [eV/u.c.]
0.040    total_energy      -0.029785469838 [eV/u.c.]
0.050    total_energy      -0.032158538451 [eV/u.c.]
0.060    total_energy      -0.034925613199 [eV/u.c.]
0.070    total_energy      -0.038006688614 [eV/u.c.]
0.080    total_energy      -0.041307212780 [eV/u.c.]
0.090    total_energy      -0.044718087333 [eV/u.c.]
0.100    total_energy      -0.048115667458 [eV/u.c.]
0.110    total_energy      -0.051361761893 [eV/u.c.]
0.120    total_energy      -0.054303632928 [eV/u.c.]
0.130    total_energy      -0.056773996402 [eV/u.c.]
0.140    total_energy      -0.058591021709 [eV/u.c.]
0.150    total_energy      -0.059558331792 [eV/u.c.]
0.160    total_energy      -0.059465003143 [eV/u.c.]
0.170    total_energy      -0.058085565811 [eV/u.c.]
0.180    total_energy      -0.055180003391 [eV/u.c.]
0.190    total_energy      -0.050493753032 [eV/u.c.]
0.200    total_energy      -0.043757705436 [eV/u.c.]
