# -0.197055E-015   0.211815E+001  -0.657577E-016
#  0.498042E-015  -0.657577E-016  -0.183555E+002
   0.82813  32  21   0 -0.1843523544521168E+002  0.3214122920104772E+001  0.1522111252510692E+002
#  0.152211E+002  -0.270972E-015   0.489143E-015
# -0.270972E-015   0.321412E+001   0.420219E-016
#  0.489143E-015   0.420219E-016  -0.184352E+002
   0.84375  32  22   0 -0.1851089380026299E+002  0.4240627669629885E+001  0.1427026613063310E+002
#  0.142703E+002  -0.335760E-015   0.480229E-015
# -0.335760E-015   0.424063E+001   0.163755E-015
#  0.480229E-015   0.163755E-015  -0.185109E+002
   0.85938  32  23   0 -0.1858172274069299E+002  0.5190309364070091E+001  0.1339141337662289E+002
#  0.133914E+002  -0.393193E-015   0.473731E-015
# -0.393193E-015   0.519031E+001   0.188013E-015
#  0.473731E-015   0.188013E-015  -0.185817E+002
   0.87500  32  24   0 -0.1864704440569099E+002  0.6056645237716346E+001  0.1259039916797465E+002
#  0.125904E+002  -0.445965E-015   0.471447E-015
# -0.445965E-015   0.605665E+001   0.292648E-015
#  0.471447E-015   0.292648E-015  -0.186470E+002
   0.89063  32  25   0 -0.1870623413894120E+002  0.6833915861344693E+001  0.1187231827759651E+002
#  0.118723E+002  -0.495625E-015   0.474286E-015
# -0.495625E-015   0.683392E+001   0.218128E-015
#  0.474286E-015   0.218128E-015  -0.187062E+002
   0.90625  32  26   0 -0.1875872633472490E+002  0.7517174253666134E+001  0.1124155208105876E+002
#  0.112416E+002  -0.541390E-015   0.482157E-015
# -0.541390E-015   0.751717E+001   0.231095E-015
#  0.482157E-015   0.231095E-015  -0.187587E+002
   0.92188  32  27   0 -0.1880401971561284E+002  0.8102213738309294E+001  0.1070180597730354E+002
#  0.107018E+002  -0.580568E-015   0.494033E-015
# -0.580568E-015   0.810221E+001   0.451410E-015
#  0.494033E-015   0.451410E-015  -0.188040E+002
   0.93750  32  28   0 -0.1884168199737875E+002  0.8585536519965078E+001  0.1025614547741367E+002
#  0.102561E+002  -0.610290E-015   0.508169E-015
# -0.610290E-015   0.858554E+001   0.480395E-015
#  0.508169E-015   0.480395E-015  -0.188417E+002
   0.95313  32  29   0 -0.1887135390239868E+002  0.8964324606573294E+001  0.9907029295825385E+001
#  0.990703E+001  -0.629390E-015   0.522415E-015
# -0.629390E-015   0.896432E+001   0.506397E-015
#  0.522415E-015   0.506397E-015  -0.188714E+002
   0.96875  32  30   0 -0.1889275248857502E+002  0.9236414383274022E+001  0.9656338105300993E+001
#  0.965634E+001  -0.639233E-015   0.534567E-015
# -0.639233E-015   0.923641E+001   0.548220E-015
#  0.534567E-015   0.548220E-015  -0.188928E+002
   0.98438  32  31   0 -0.1890567376670219E+002  0.9400275852467528E+001  0.9505397914234653E+001
#  0.950540E+001  -0.642991E-015   0.542725E-015
# -0.642991E-015   0.940028E+001   0.471242E-015
#  0.542725E-015   0.471242E-015  -0.189057E+002
   1.00000  32  32   0 -0.1890999458514469E+002  0.9454997292572337E+001  0.9454997292572338E+001
#  0.945500E+001  -0.643810E-015   0.545597E-015
# -0.643810E-015   0.945500E+001   0.484300E-015
#  0.545597E-015   0.484300E-015  -0.189100E+002
   1.02210  31  31   0 -0.1890135008104745E+002  0.9385504964023818E+001  0.9515845117023627E+001
#  0.945068E+001   0.651701E-001  -0.472476E-015
#  0.651701E-001   0.945068E+001   0.158414E-015
# -0.472476E-015   0.158414E-015  -0.189014E+002
   1.04419  30  30   0 -0.1887546472599416E+002  0.9178075952729635E+001  0.9697388773264525E+001
#  0.943773E+001   0.259656E+000   0.282782E-015
#  0.259656E+000   0.943773E+001  -0.439721E-015
#  0.282782E-015  -0.439721E-015  -0.188755E+002
   1.06629  29  29   0 -0.1883248379314309E+002  0.8835824538709140E+001  0.9996659254433949E+001
#  0.941624E+001   0.580417E+000  -0.122475E-014
#  0.580417E+000   0.941624E+001   0.177935E-015
# -0.122475E-014   0.177935E-015  -0.188325E+002
   1.08839  28  28   0 -0.1877265202617559E+002  0.8363843967324943E+001  0.1040880805885064E+002
#  0.938633E+001   0.102248E+001  -0.223098E-015
#  0.102248E+001   0.938633E+001   0.639976E-015
# -0.223098E-015   0.639976E-015  -0.187727E+002
   1.11049  27  27   0 -0.1869631739948789E+002  0.7769066041923676E+001  0.1092725135756422E+002
#  0.934816E+001   0.157909E+001   0.124432E-015
#  0.157909E+001   0.934816E+001  -0.143856E-015
#  0.124432E-015  -0.143856E-015  -0.186963E+002
   1.13258  26  26   0 -0.1860393604334108E+002  0.7060074929832054E+001  0.1154386111350903E+002
#  0.930197E+001   0.224189E+001  -0.273851E-015
#  0.224189E+001   0.930197E+001   0.525983E-015
# -0.273851E-015   0.525983E-015  -0.186039E+002
   1.15468  25  25   0 -0.1849607800816594E+002  0.6246884513496358E+001  0.1224919349466958E+002
#  0.924804E+001   0.300115E+001   0.713055E-017
#  0.300115E+001   0.924804E+001  -0.324380E-015
#  0.713055E-017  -0.324380E-015  -0.184961E+002
   1.17678  24  24   0 -0.1837343346788765E+002  0.5340689934670113E+001  0.1303274353321755E+002
#  0.918672E+001   0.384603E+001  -0.703476E-015
#  0.384603E+001   0.918672E+001  -0.648628E-016
# -0.703476E-015  -0.648628E-016  -0.183734E+002
   1.19887  23  23   0 -0.1823681890139847E+002  0.4353604506336963E+001  0.1388321439506150E+002
#  0.911841E+001   0.476480E+001  -0.193479E-015
#  0.476480E+001   0.911841E+001  -0.480755E-016
# -0.193479E-015  -0.480755E-016  -0.182368E+002
   1.22097  22  22   0 -0.1808718274665209E+002  0.3298392932204032E+001  0.1478878981444806E+002
#  0.904359E+001   0.574520E+001  -0.252728E-015
#  0.574520E+001   0.904359E+001  -0.400905E-015
# -0.252728E-015  -0.400905E-015  -0.180872E+002
   1.24307  21  21   0 -0.1792560999543678E+002  0.2188210874784648E+001  0.1573739912065213E+002
#  0.896280E+001   0.677459E+001  -0.556732E-015
#  0.677459E+001   0.896280E+001   0.195997E-015
# -0.556732E-015   0.195997E-015  -0.179256E+002
   1.26517  20  20   0 -0.1775332519045194E+002  0.1036359498270928E+001  0.1671696569218104E+002
#  0.887666E+001   0.784030E+001  -0.374466E-015
#  0.784030E+001   0.887666E+001  -0.691473E-016
# -0.374466E-015  -0.691473E-016  -0.177533E+002
   1.28726  19  19   0 -0.1757169330113046E+002 -0.1439381436149070E+000  0.1771563144474537E+002
#  0.878585E+001   0.892978E+001  -0.398630E-015
#  0.892978E+001   0.878585E+001  -0.124643E-015
# -0.398630E-015  -0.124643E-015  -0.175717E+002
   1.30936  18  18   0 -0.1738221799140961E+002 -0.1339733923273545E+001  0.1872195191468314E+002
#  0.869111E+001   0.100308E+002  -0.451730E-015
#  0.100308E+002   0.869111E+001  -0.522566E-015
# -0.451730E-015  -0.522566E-015  -0.173822E+002
   1.33146  17  17   0 -0.1718653685140354E+002 -0.2538521625422636E+001  0.1972505847682618E+002
#  0.859327E+001   0.111318E+002  -0.223167E-015
#  0.111318E+002   0.859327E+001  -0.125287E-015
# -0.223167E-015  -0.125287E-015  -0.171865E+002
   1.35355  16  16   0 -0.1698641324497641E+002 -0.3728372856074913E+001  0.2071478610105132E+002
#  0.849321E+001   0.122216E+002  -0.146115E-015
#  0.122216E+002   0.849321E+001  -0.274284E-015
# -0.146115E-015  -0.274284E-015  -0.169864E+002
   1.37565  15  15   0 -0.1678372452505942E+002 -0.4898042182124840E+001  0.2168176670718427E+002
#  0.839186E+001   0.132899E+002   0.117225E-015
#  0.132899E+002   0.839186E+001  -0.632113E-016
#  0.117225E-015  -0.632113E-016  -0.167837E+002
   1.39775  14  14   0 -0.1658044648583145E+002 -0.6037043077480568E+001  0.2261748956331201E+002
#  0.829022E+001   0.143273E+002  -0.197850E-015
#  0.143273E+002   0.829022E+001  -0.334567E-015
# -0.197850E-015  -0.334567E-015  -0.165804E+002
   1.41984  13  13   0 -0.1637863405233363E+002 -0.7135697209705031E+001  0.2351433126203870E+002
#  0.818932E+001   0.153250E+002   0.792523E-015
#  0.153250E+002   0.818932E+001   0.254937E-015
#  0.792523E-015   0.254937E-015  -0.163786E+002
   1.44194  12  12   0 -0.1618039834957118E+002 -0.8185160255409665E+001  0.2436555860498088E+002
#  0.809020E+001   0.162754E+002   0.131405E-015
#  0.162754E+002   0.809020E+001   0.289333E-016
#  0.131405E-015   0.289333E-016  -0.161804E+002
   1.46404  11  11   0 -0.1598788043970389E+002 -0.9177427810717575E+001  0.2516530825042145E+002
#  0.799394E+001   0.171714E+002  -0.680447E-015
#  0.171714E+002   0.799394E+001   0.220699E-015
# -0.680447E-015   0.220699E-015  -0.159879E+002
   1.48614  10  10   0 -0.1580322216187268E+002 -0.1010532510584603E+002  0.2590854726771872E+002
#  0.790161E+001   0.180069E+002   0.674608E-017
#  0.180069E+002   0.790161E+001   0.647489E-015
#  0.674608E-017   0.647489E-015  -0.158032E+002
   1.50823   9   9   0 -0.1562853464836415E+002 -0.1096248418739589E+002  0.2659101883576004E+002
#  0.781427E+001   0.187768E+002   0.129457E-014
#  0.187768E+002   0.781427E+001   0.755211E-015
#  0.129457E-014   0.755211E-015  -0.156285E+002
   1.53033   8   8   0 -0.1546586521672355E+002 -0.1174331204603528E+002  0.2720917726275882E+002
#  0.773293E+001   0.194762E+002   0.793595E-015
#  0.194762E+002   0.773293E+001   0.625405E-016
#  0.793595E-015   0.625405E-016  -0.154659E+002
   1.55243   7   7   0 -0.1531716344368201E+002 -0.1244295288521144E+002  0.2776011632889345E+002
#  0.765858E+001   0.201015E+002   0.633895E-015
#  0.201015E+002   0.765858E+001  -0.673744E-015
#  0.633895E-015  -0.673744E-015  -0.153172E+002
   1.57452   6   6   0 -0.1518424730735655E+002 -0.1305724738656339E+002  0.2824149469391995E+002
#  0.759212E+001   0.206494E+002   0.168350E-015
#  0.206494E+002   0.759212E+001  -0.225436E-015
#  0.168350E-015  -0.225436E-015  -0.151842E+002
   1.59662   5   5   0 -0.1506877033389669E+002 -0.1358269146077483E+002  0.2865146179467152E+002
#  0.753439E+001   0.211171E+002  -0.153466E-015
#  0.211171E+002   0.753439E+001   0.145035E-014
# -0.153466E-015   0.145035E-014  -0.150688E+002
   1.61872   4   4   0 -0.1497219069953735E+002 -0.1401639660204919E+002  0.2898858730158654E+002
#  0.748610E+001   0.215025E+002   0.549496E-015
#  0.215025E+002   0.748610E+001   0.681351E-015
#  0.549496E-015   0.681351E-015  -0.149722E+002
   1.64082   3   3   0 -0.1489574321633935E+002 -0.1435605360638370E+002  0.2925179682272302E+002
#  0.744787E+001   0.218039E+002   0.772464E-015
#  0.218039E+002   0.744787E+001   0.489385E-015
#  0.772464E-015   0.489385E-015  -0.148957E+002
   1.66291   2   2   0 -0.1484041506901332E+002 -0.1459990107819404E+002  0.2944031614720735E+002
#  0.742021E+001   0.220201E+002  -0.631060E-016
#  0.220201E+002   0.742021E+001   0.426077E-016
# -0.631060E-016   0.426077E-016  -0.148404E+002
   1.68501   1   1   0 -0.1480692607234915E+002 -0.1474669984110744E+002  0.2955362591345659E+002
#  0.740346E+001   0.221502E+002   0.473079E-015
#  0.221502E+002   0.740346E+001  -0.165420E-014
#  0.473079E-015  -0.165420E-014  -0.148069E+002
   1.70711   0   0   0 -0.1479571408714989E+002 -0.1479571408714988E+002  29.59142817429976
# -0.147957E+002  -0.340683E-015  -0.340683E-015
# -0.340683E-015  -0.147957E+002   0.353557E-015
# -0.340683E-015   0.353557E-015  -0.147957E+002
   1.73417   1   1   1 -0.1475233627755462E+002 -0.1475233627755462E+002  0.2950467255510924E+002
#  0.000000E+000   0.147523E+002   0.147523E+002
#  0.147523E+002  -0.465651E-014   0.147523E+002
#  0.147523E+002   0.147523E+002   0.000000E+000
   1.76123   2   2   2 -0.1462273755059817E+002 -0.1462273755059815E+002  0.2924547510119632E+002
#  0.155217E-014   0.146227E+002   0.146227E+002
#  0.146227E+002   0.000000E+000   0.146227E+002
#  0.146227E+002   0.146227E+002  -0.310434E-014
   1.78830   3   3   3 -0.1440851895033196E+002 -0.1440851895033196E+002  0.2881703790066391E+002
#  0.000000E+000   0.144085E+002   0.144085E+002
#  0.144085E+002  -0.155217E-014   0.144085E+002
#  0.144085E+002   0.144085E+002   0.310434E-014
   1.81536   4   4   4 -0.1411233820634772E+002 -0.1411233820634770E+002  0.2822467641269543E+002
#  0.252228E-014   0.141123E+002   0.141123E+002
#  0.141123E+002  -0.582064E-015   0.141123E+002
#  0.141123E+002   0.141123E+002  -0.213424E-014
   1.84242   5   5   5 -0.1373789210262973E+002 -0.1373789210262973E+002  0.2747578420525945E+002
# -0.324986E-014   0.137379E+002   0.137379E+002
#  0.137379E+002  -0.169769E-014   0.137379E+002
#  0.137379E+002   0.137379E+002  -0.480203E-014
   1.86949   6   6   6 -0.1328988869977711E+002 -0.1328988869977710E+002  0.2657977739955420E+002
#  0.497180E-015   0.132899E+002   0.132899E+002
#  0.132899E+002   0.204935E-014   0.132899E+002
#  0.132899E+002   0.132899E+002   0.360152E-014
   1.89655   7   7   7 -0.1277400663555875E+002 -0.1277400663555875E+002  0.2554801327111750E+002
#  0.434881E-014   0.127740E+002   0.127740E+002
#  0.127740E+002   0.124447E-014   0.127740E+002
#  0.127740E+002   0.127740E+002   0.468380E-015
   1.92361   8   8   8 -0.1219683839080867E+002 -0.1219683839080866E+002  0.2439367678161733E+002
#  0.129695E-014   0.121968E+002   0.121968E+002
#  0.121968E+002   0.440129E-014   0.121968E+002
#  0.121968E+002   0.121968E+002   0.284912E-014
   1.95068   9   9   9 -0.1156581440450939E+002 -0.1156581440450939E+002  0.2313162880901879E+002
#  0.146813E-014   0.115658E+002   0.115658E+002
#  0.115658E+002   0.224421E-014   0.115658E+002
#  0.115658E+002   0.115658E+002  -0.860129E-015
   1.97774  10  10  10 -0.1088910531220922E+002 -0.1088910531220921E+002  0.2177821062441843E+002
#  0.108623E-014   0.108891E+002   0.108891E+002
#  0.108891E+002   0.310149E-015   0.108891E+002
#  0.108891E+002   0.108891E+002   0.186232E-014
