   2.00480  11  11  11 -0.1017550040431899E+002 -0.1017550040431899E+002  0.2035100080863798E+002
# -0.126365E-014   0.101755E+002   0.101755E+002
#  0.101755E+002  -0.126365E-014   0.101755E+002
#  0.101755E+002   0.101755E+002  -0.281582E-014
   2.03187  12  12  12 -0.9434261663325199E+001 -0.9434261663325195E+001  0.1886852332665039E+002
#  0.206766E-014   0.943426E+001   0.943426E+001
#  0.943426E+001  -0.103668E-014   0.943426E+001
#  0.943426E+001   0.943426E+001  -0.260597E-015
   2.05893  13  13  13 -0.8674954407835244E+001 -0.8674954407835237E+001  0.1734990881567048E+002
#  0.506047E-015   0.867495E+001   0.867495E+001
#  0.867495E+001   0.167018E-014   0.867495E+001
#  0.867495E+001   0.867495E+001  -0.270038E-015
   2.08599  14  14  14 -0.7907257562033454E+001 -0.7907257562033451E+001  0.1581451512406690E+002
#  0.993205E-015   0.790726E+001   0.790726E+001
#  0.790726E+001  -0.364945E-015   0.790726E+001
#  0.790726E+001   0.790726E+001  -0.947009E-015
   2.11306  15  15  15 -0.7140758741379701E+001 -0.7140758741379699E+001  0.1428151748275940E+002
# -0.529091E-016   0.714076E+001   0.714076E+001
#  0.714076E+001   0.238123E-015   0.714076E+001
#  0.714076E+001   0.714076E+001  -0.246931E-015
   2.14012  16  16  16 -0.6384741506090217E+001 -0.6384741506090214E+001  0.1276948301218043E+002
#  0.234419E-015   0.638474E+001   0.638474E+001
#  0.638474E+001   0.663254E-015   0.638474E+001
#  0.638474E+001   0.638474E+001  -0.324547E-015
   2.16718  17  17  17 -0.5647974049147089E+001 -0.5647974049147089E+001  0.1129594809829418E+002
#  0.877962E-015   0.564797E+001   0.564797E+001
#  0.564797E+001   0.486519E-017   0.564797E+001
#  0.564797E+001   0.564797E+001  -0.383178E-015
   2.19425  18  18  18 -0.4938510002864817E+001 -0.4938510002864811E+001  0.9877020005729628E+001
#  0.194050E-015   0.493851E+001   0.493851E+001
#  0.493851E+001   0.776114E-015   0.493851E+001
#  0.493851E+001   0.493851E+001  -0.388015E-015
   2.22131  19  19  19 -0.4263512727707994E+001 -0.4263512727707993E+001  0.8527025455415988E+001
#  0.776086E-015   0.426351E+001   0.426351E+001
#  0.426351E+001  -0.388043E-015   0.426351E+001
#  0.426351E+001   0.426351E+001  -0.155217E-014
   2.24837  20  20  20 -0.3629114198388828E+001 -0.3629114198388826E+001  0.7258228396777655E+001
# -0.776086E-015   0.362911E+001   0.362911E+001
#  0.362911E+001   0.388043E-015   0.362911E+001
#  0.362911E+001   0.362911E+001   0.155217E-014
   2.27544  21  21  21 -0.3040318318881664E+001 -0.3040318318881659E+001  0.6080636637763330E+001
#  0.232826E-014   0.304032E+001   0.304032E+001
#  0.304032E+001   0.116413E-014   0.304032E+001
#  0.304032E+001   0.304032E+001   0.232826E-014
   2.30250  22  22  22 -0.2500956185190987E+001 -0.2500956185190985E+001  0.5001912370381971E+001
#  0.388043E-015   0.250096E+001   0.250096E+001
#  0.250096E+001   0.388043E-015   0.250096E+001
#  0.250096E+001   0.250096E+001  -0.776086E-015
   2.32956  23  23  23 -0.2013697602392615E+001 -0.2013697602392612E+001  0.4027395204785227E+001
#  0.194021E-014   0.201370E+001   0.201370E+001
#  0.201370E+001   0.217704E-032   0.201370E+001
#  0.201370E+001   0.201370E+001  -0.776086E-015
   2.35663  24  24  24 -0.1580119299162640E+001 -0.1580119299162636E+001  0.3160238598325276E+001
# -0.776086E-015   0.158012E+001   0.158012E+001
#  0.158012E+001  -0.776086E-015   0.158012E+001
#  0.158012E+001   0.158012E+001   0.155217E-014
   2.38369  25  25  25 -0.1200826110530214E+001 -0.1200826110530212E+001  0.2401652221060433E+001
#  0.157824E-038   0.120083E+001   0.120083E+001
#  0.120083E+001   0.388043E-014   0.120083E+001
#  0.120083E+001   0.120083E+001   0.310434E-014
   2.41075  26  26  26 -0.8756173119329217E+000 -0.8756173119329204E+000  0.1751234623865838E+001
# -0.155217E-014   0.875617E+000   0.875617E+000
#  0.875617E+000  -0.776086E-015   0.875617E+000
#  0.875617E+000   0.875617E+000  -0.155217E-014
   2.43782  27  27  27 -0.6036866813161011E+000 -0.6036866813160977E+000  0.1207373362632211E+001
#  0.698477E-014   0.603687E+000   0.603687E+000
#  0.603687E+000   0.232826E-014   0.603687E+000
#  0.603687E+000   0.603687E+000   0.310434E-014
   2.46488  28  28  28 -0.3838420908063881E+000 -0.3838420908063840E+000  0.7676841816127806E+000
#  0.106981E-048   0.383842E+000   0.383842E+000
#  0.383842E+000   0.388043E-014   0.383842E+000
#  0.383842E+000   0.383842E+000   0.465651E-014
   2.49194  29  29  29 -0.2147287483710746E+000 -0.2147287483710718E+000  0.4294574967421441E+000
#  0.310434E-014   0.214729E+000   0.214729E+000
#  0.214729E+000  -0.388043E-014   0.214729E+000
#  0.214729E+000   0.214729E+000  -0.155217E-014
   2.51901  30  30  30 -0.9503977389792255E-001 -0.9503977389792179E-001  0.1900795477958490E+000
#  0.155217E-014   0.950398E-001   0.950398E-001
#  0.950398E-001   0.155217E-014   0.950398E-001
#  0.950398E-001   0.950398E-001   0.155217E-014
   2.54607  31  31  31 -0.2369863454403039E-001 -0.2369863454403012E-001  0.4739726908806593E-001
#  0.232826E-014   0.236986E-001   0.236986E-001
#  0.236986E-001   0.155217E-014   0.236986E-001
#  0.236986E-001   0.236986E-001   0.155217E-014
   2.57313  32  32  32 -0.1957870157038644E-014  0.2446987447937033E-014  0.4167396570435339E-014
# -0.155217E-014  -0.900681E-015  -0.900681E-015
# -0.900681E-015   0.310434E-014  -0.106305E-014
# -0.900681E-015  -0.106305E-014   0.310434E-014
   2.59523  32  31  31 -0.4538512391281291E-001  0.1847643522427334E-002  0.4353748039038557E-001
#  0.435375E-001  -0.892748E-015  -0.892748E-015
# -0.892748E-015  -0.217687E-001   0.236164E-001
# -0.892748E-015   0.236164E-001  -0.217687E-001
   2.61733  32  30  30 -0.1809721171152144E+000  0.6488671926528217E-002  0.1744834451886924E+000
#  0.174483E+000  -0.869047E-015  -0.869047E-015
# -0.869047E-015  -0.872417E-001   0.937304E-001
# -0.869047E-015   0.937304E-001  -0.872417E-001
   2.63942  32  29  29 -0.4050671850957792E+000  0.1124393398910843E-001  0.3938232511066763E+000
#  0.393823E+000  -0.830306E-015  -0.830306E-015
# -0.830306E-015  -0.196912E+000   0.208156E+000
# -0.830306E-015   0.208156E+000  -0.196912E+000
   2.66152  32  28  28 -0.7148847257055111E+000  0.1173631875929992E-001  0.7031484069462176E+000
#  0.703148E+000  -0.779338E-015  -0.779338E-015
# -0.779338E-015  -0.351574E+000   0.363311E+000
# -0.779338E-015   0.363311E+000  -0.351574E+000
   2.68362  32  27  27 -0.1106601984152670E+001  0.2021675049270588E-002  0.1104580309103406E+001
#  0.110458E+001  -0.722177E-015  -0.722177E-015
# -0.722177E-015  -0.552290E+000   0.554312E+000
# -0.722177E-015   0.554312E+000  -0.552290E+000
   2.70571  32  26  26 -0.1575432799218659E+001 -0.2523039871248522E-001  0.1600663197931147E+001
#  0.160066E+001  -0.665763E-015  -0.665763E-015
# -0.665763E-015  -0.800332E+000   0.775101E+000
# -0.665763E-015   0.775101E+000  -0.800332E+000
   2.72781  32  25  25 -0.2115717861813674E+001 -0.7850820678616266E-001  0.2194226068599838E+001
#  0.219423E+001  -0.612715E-015  -0.612715E-015
# -0.612715E-015  -0.109711E+001   0.101860E+001
# -0.612715E-015   0.101860E+001  -0.109711E+001
   2.74991  32  24  24 -0.2721028426520817E+001 -0.1671848040689358E+000  0.2888213230589755E+001
#  0.288821E+001  -0.559111E-015  -0.559111E-015
# -0.559111E-015  -0.144411E+001   0.127692E+001
# -0.559111E-015   0.127692E+001  -0.144411E+001
   2.77201  32  23  23 -0.3384280099618149E+001 -0.3012031438034098E+000  0.3685483243421562E+001
#  0.368548E+001  -0.498876E-015  -0.498876E-015
# -0.498876E-015  -0.184274E+001   0.154154E+001
# -0.498876E-015   0.154154E+001  -0.184274E+001
   2.79410  32  22  22 -0.4097853181335775E+001 -0.4907229458183020E+000  0.4588576127154075E+001
#  0.458858E+001  -0.430033E-015  -0.430033E-015
# -0.430033E-015  -0.229429E+001   0.180357E+001
# -0.430033E-015   0.180357E+001  -0.229429E+001
   2.81620  32  21  21 -0.4853716061928043E+001 -0.7457330822115074E+000  0.5599449144139551E+001
#  0.559945E+001  -0.355424E-015  -0.355424E-015
# -0.355424E-015  -0.279972E+001   0.205399E+001
# -0.355424E-015   0.205399E+001  -0.279972E+001
   2.83830  32  20  20 -0.5643548345983323E+001 -0.1075633842244178E+001  0.6719182188227501E+001
#  0.671918E+001  -0.277081E-015  -0.277081E-015
# -0.277081E-015  -0.335959E+001   0.228396E+001
# -0.277081E-015   0.228396E+001  -0.335959E+001
   2.86039  32  19  19 -0.6458860684219642E+001 -0.1488794350854736E+001  0.7947655035074376E+001
#  0.794766E+001  -0.190790E-015  -0.190790E-015
# -0.190790E-015  -0.397383E+001   0.248503E+001
# -0.190790E-015   0.248503E+001  -0.397383E+001
   2.88249  32  18  18 -0.7291108697971178E+001 -0.1992091852336316E+001  0.9283200550307493E+001
#  0.928320E+001  -0.876072E-016  -0.876072E-016
# -0.876072E-016  -0.464160E+001   0.264951E+001
# -0.876072E-016   0.264951E+001  -0.464160E+001
   2.90459  32  17  17 -0.8131798856847197E+001 -0.2590441706218936E+001  0.1072224056306613E+002
#  0.107222E+002   0.378492E-016   0.378492E-016
#  0.378492E-016  -0.536112E+001   0.277068E+001
#  0.378492E-016   0.277068E+001  -0.536112E+001
   2.92669  32  16  16 -0.8972584682591325E+001 -0.3286329916098886E+001  0.1225891459869021E+002
#  0.122589E+002   0.179644E-015   0.179644E-015
#  0.179644E-015  -0.612946E+001   0.284313E+001
#  0.179644E-015   0.284313E+001  -0.612946E+001
   2.94878  32  15  15 -0.9805352172023561E+001 -0.4079363885993621E+001  0.1388471605801718E+002
#  0.138847E+002   0.320542E-015   0.320542E-015
#  0.320542E-015  -0.694236E+001   0.286299E+001
#  0.320542E-015   0.286299E+001  -0.694236E+001
   2.97088  32  14  14 -0.1062229383301354E+002 -0.4965861799847248E+001  0.1558815563286079E+002
#  0.155882E+002   0.439880E-015   0.439880E-015
#  0.439880E-015  -0.779408E+001   0.282822E+001
#  0.439880E-015   0.282822E+001  -0.779408E+001
   2.99298  32  13  13 -0.1141597118862942E+002 -0.5938506273479609E+001  0.1735447746210902E+002
#  0.173545E+002   0.522910E-015   0.522910E-015
#  0.522910E-015  -0.867724E+001   0.273873E+001
#  0.522910E-015   0.273873E+001  -0.867724E+001
   3.01507  32  12  12 -0.1217936601039785E+002 -0.6986093190916285E+001  0.1916545920131414E+002
#  0.191655E+002   0.564905E-015   0.564905E-015
#  0.564905E-015  -0.958273E+001   0.259664E+001
#  0.564905E-015   0.259664E+001  -0.958273E+001
   3.03717  32  11  11 -0.1290592088200319E+002 -0.8093411045831072E+001  0.2099933192783426E+002
#  0.209993E+002   0.568363E-015   0.568363E-015
#  0.568363E-015  -0.104997E+002   0.240625E+001
#  0.568363E-015   0.240625E+001  -0.104997E+002
   3.05927  32  10  10 -0.1358956996485277E+002 -0.9241288476433015E+001  0.2283085844128578E+002
#  0.228309E+002   0.537887E-015   0.537887E-015
#  0.537887E-015  -0.114154E+002   0.217414E+001
#  0.537887E-015   0.217414E+001  -0.114154E+002
   3.08137  32   9   9 -0.1422476103621249E+002 -0.1040684657112011E+002  0.2463160760733260E+002
#  0.246316E+002   0.479144E-015   0.479144E-015
#  0.479144E-015  -0.123158E+002   0.190896E+001
#  0.479144E-015   0.190896E+001  -0.123158E+002
   3.10346  32   8   8 -0.1480647000200626E+002 -0.1156398643380500E+002  0.2637045643581127E+002
#  0.263705E+002   0.402961E-015   0.402961E-015
#  0.402961E-015  -0.131852E+002   0.162124E+001
#  0.402961E-015   0.162124E+001  -0.131852E+002
   3.12556  32   7   7 -0.1533020915532217E+002 -0.1268413019346468E+002  0.2801433934878685E+002
#  0.280143E+002   0.328170E-015   0.328170E-015
#  0.328170E-015  -0.140072E+002   0.132304E+001
#  0.328170E-015   0.132304E+001  -0.140072E+002
   3.14766  32   6   6 -0.1579203046522348E+002 -0.1373721458027425E+002  0.2952924504549773E+002
#  0.295292E+002   0.276838E-015   0.276838E-015
#  0.276838E-015  -0.147646E+002   0.102741E+001
#  0.276838E-015   0.102741E+001  -0.147646E+002
   3.16975  32   5   5 -0.1618852514646855E+002 -0.1469291100074714E+002  0.3088143614721569E+002
#  0.308814E+002   0.263897E-015   0.263897E-015
#  0.263897E-015  -0.154407E+002   0.747807E+000
#  0.263897E-015   0.747807E+000  -0.154407E+002
   3.19185  32   4   4 -0.1651682068718011E+002 -0.1552201690241090E+002  0.3203883758959100E+002
#  0.320388E+002   0.289727E-015   0.289727E-015
#  0.289727E-015  -0.160194E+002   0.497402E+000
#  0.289727E-015   0.497402E+000  -0.160194E+002
   3.21395  32   3   3 -0.1677457640599059E+002 -0.1619793393349342E+002  0.3297251033948402E+002
#  0.329725E+002   0.341131E-015   0.341131E-015
#  0.341131E-015  -0.164863E+002   0.288321E+000
#  0.341131E-015   0.288321E+000  -0.164863E+002
   3.23604  32   2   2 -0.1695997847964688E+002 -0.1669812404728092E+002  0.3365810252692779E+002
#  0.336581E+002   0.398217E-015   0.398217E-015
#  0.398217E-015  -0.168291E+002   0.130927E+000
#  0.398217E-015   0.130927E+000  -0.168291E+002
   3.25814  32   1   1 -0.1707173523251706E+002 -0.1700542071610959E+002  0.3407715594862665E+002
#  0.340772E+002   0.441664E-015   0.441664E-015
#  0.441664E-015  -0.170386E+002   0.331573E-001
#  0.441664E-015   0.331573E-001  -0.170386E+002
   3.28024  32   0   0 -0.1710907331598458E+002 -0.1710907331598457E+002  0.3421814663196913E+002
#  0.342181E+002   0.457794E-015   0.457794E-015
#  0.457794E-015  -0.171091E+002   0.828494E-016
#  0.457794E-015   0.828494E-016  -0.171091E+002
   3.30234  32   1   1 -0.1707173523251706E+002 -0.1700542071610959E+002  0.3407715594862665E+002
#  0.340772E+002   0.441664E-015   0.441664E-015
#  0.441664E-015  -0.170386E+002   0.331573E-001
#  0.441664E-015   0.331573E-001  -0.170386E+002
   3.32443  32   2   2 -0.1695997847964688E+002 -0.1669812404728092E+002  0.3365810252692779E+002
#  0.336581E+002   0.398217E-015   0.398217E-015
#  0.398217E-015  -0.168291E+002   0.130927E+000
#  0.398217E-015   0.130927E+000  -0.168291E+002
   3.34653  32   3   3 -0.1677457640599059E+002 -0.1619793393349342E+002  0.3297251033948402E+002
#  0.329725E+002   0.341131E-015   0.341131E-015
#  0.341131E-015  -0.164863E+002   0.288321E+000
#  0.341131E-015   0.288321E+000  -0.164863E+002
   3.36863  32   4   4 -0.1651682068718011E+002 -0.1552201690241090E+002  0.3203883758959100E+002
#  0.320388E+002   0.289727E-015   0.289727E-015
#  0.289727E-015  -0.160194E+002   0.497402E+000
#  0.289727E-015   0.497402E+000  -0.160194E+002
   3.39072  32   5   5 -0.1618852514646855E+002 -0.1469291100074714E+002  0.3088143614721569E+002
#  0.308814E+002   0.263897E-015   0.263897E-015
#  0.263897E-015  -0.154407E+002   0.747807E+000
#  0.263897E-015   0.747807E+000  -0.154407E+002
   3.41282  32   6   6 -0.1579203046522348E+002 -0.1373721458027425E+002  0.2952924504549773E+002
#  0.295292E+002   0.276838E-015   0.276838E-015
#  0.276838E-015  -0.147646E+002   0.102741E+001
#  0.276838E-015   0.102741E+001  -0.147646E+002
   3.43492  32   7   7 -0.1533020915532217E+002 -0.1268413019346468E+002  0.2801433934878685E+002
#  0.280143E+002   0.328170E-015   0.328170E-015
#  0.328170E-015  -0.140072E+002   0.132304E+001
#  0.328170E-015   0.132304E+001  -0.140072E+002
   3.45702  32   8   8 -0.1480647000200626E+002 -0.1156398643380500E+002  0.2637045643581127E+002
#  0.263705E+002   0.402961E-015   0.402961E-015
#  0.402961E-015  -0.131852E+002   0.162124E+001
#  0.402961E-015   0.162124E+001  -0.131852E+002
   3.47911  32   9   9 -0.1422476103621249E+002 -0.1040684657112011E+002  0.2463160760733260E+002
#  0.246316E+002   0.479144E-015   0.479144E-015
#  0.479144E-015  -0.123158E+002   0.190896E+001
#  0.479144E-015   0.190896E+001  -0.123158E+002
   3.50121  32  10  10 -0.1358956996485277E+002 -0.9241288476433015E+001  0.2283085844128578E+002
#  0.228309E+002   0.537887E-015   0.537887E-015
#  0.537887E-015  -0.114154E+002   0.217414E+001
#  0.537887E-015   0.217414E+001  -0.114154E+002
   3.52331  32  11  11 -0.1290592088200319E+002 -0.8093411045831072E+001  0.2099933192783426E+002
#  0.209993E+002   0.568363E-015   0.568363E-015
#  0.568363E-015  -0.104997E+002   0.240625E+001
#  0.568363E-015   0.240625E+001  -0.104997E+002
   3.54540  32  12  12 -0.1217936601039785E+002 -0.6986093190916285E+001  0.1916545920131414E+002
#  0.191655E+002   0.564905E-015   0.564905E-015
#  0.564905E-015  -0.958273E+001   0.259664E+001
#  0.564905E-015   0.259664E+001  -0.958273E+001
   3.56750  32  13  13 -0.1141597118862942E+002 -0.5938506273479609E+001  0.1735447746210902E+002
#  0.173545E+002   0.522910E-015   0.522910E-015
#  0.522910E-015  -0.867724E+001   0.273873E+001
#  0.522910E-015   0.273873E+001  -0.867724E+001
   3.58960  32  14  14 -0.1062229383301354E+002 -0.4965861799847248E+001  0.1558815563286079E+002
#  0.155882E+002   0.439880E-015   0.439880E-015
#  0.439880E-015  -0.779408E+001   0.282822E+001
#  0.439880E-015   0.282822E+001  -0.779408E+001
   3.61170  32  15  15 -0.9805352172023561E+001 -0.4079363885993621E+001  0.1388471605801718E+002
#  0.138847E+002   0.320542E-015   0.320542E-015
#  0.320542E-015  -0.694236E+001   0.286299E+001
#  0.320542E-015   0.286299E+001  -0.694236E+001
   3.63379  32  16  16 -0.8972584682591325E+001 -0.3286329916098886E+001  0.1225891459869021E+002
#  0.122589E+002   0.179644E-015   0.179644E-015
#  0.179644E-015  -0.612946E+001   0.284313E+001
#  0.179644E-015   0.284313E+001  -0.612946E+001
   3.65589  32  17  17 -0.8131798856847197E+001 -0.2590441706218936E+001  0.1072224056306613E+002
#  0.107222E+002   0.378492E-016   0.378492E-016
#  0.378492E-016  -0.536112E+001   0.277068E+001
#  0.378492E-016   0.277068E+001  -0.536112E+001
   3.67799  32  18  18 -0.7291108697971178E+001 -0.1992091852336316E+001  0.9283200550307493E+001
#  0.928320E+001  -0.876072E-016  -0.876072E-016
# -0.876072E-016  -0.464160E+001   0.264951E+001
# -0.876072E-016   0.264951E+001  -0.464160E+001
   3.70008  32  19  19 -0.6458860684219642E+001 -0.1488794350854736E+001  0.7947655035074376E+001
#  0.794766E+001  -0.190790E-015  -0.190790E-015
# -0.190790E-015  -0.397383E+001   0.248503E+001
# -0.190790E-015   0.248503E+001  -0.397383E+001
   3.72218  32  20  20 -0.5643548345983323E+001 -0.1075633842244178E+001  0.6719182188227501E+001
#  0.671918E+001  -0.277081E-015  -0.277081E-015
# -0.277081E-015  -0.335959E+001   0.228396E+001
# -0.277081E-015   0.228396E+001  -0.335959E+001
   3.74428  32  21  21 -0.4853716061928043E+001 -0.7457330822115074E+000  0.5599449144139551E+001
#  0.559945E+001  -0.355424E-015  -0.355424E-015
# -0.355424E-015  -0.279972E+001   0.205399E+001
# -0.355424E-015   0.205399E+001  -0.279972E+001
   3.76637  32  22  22 -0.4097853181335775E+001 -0.4907229458183020E+000  0.4588576127154075E+001
#  0.458858E+001  -0.430033E-015  -0.430033E-015
# -0.430033E-015  -0.229429E+001   0.180357E+001
# -0.430033E-015   0.180357E+001  -0.229429E+001
   3.78847  32  23  23 -0.3384280099618149E+001 -0.3012031438034098E+000  0.3685483243421562E+001
#  0.368548E+001  -0.498876E-015  -0.498876E-015
# -0.498876E-015  -0.184274E+001   0.154154E+001
# -0.498876E-015   0.154154E+001  -0.184274E+001
   3.81057  32  24  24 -0.2721028426520817E+001 -0.1671848040689358E+000  0.2888213230589755E+001
#  0.288821E+001  -0.559111E-015  -0.559111E-015
# -0.559111E-015  -0.144411E+001   0.127692E+001
# -0.559111E-015   0.127692E+001  -0.144411E+001
   3.83267  32  25  25 -0.2115717861813674E+001 -0.7850820678616266E-001  0.2194226068599838E+001
#  0.219423E+001  -0.612715E-015  -0.612715E-015
# -0.612715E-015  -0.109711E+001   0.101860E+001
# -0.612715E-015   0.101860E+001  -0.109711E+001
   3.85476  32  26  26 -0.1575432799218659E+001 -0.2523039871248522E-001  0.1600663197931147E+001
#  0.160066E+001  -0.665763E-015  -0.665763E-015
# -0.665763E-015  -0.800332E+000   0.775101E+000
# -0.665763E-015   0.775101E+000  -0.800332E+000
   3.87686  32  27  27 -0.1106601984152670E+001  0.2021675049270588E-002  0.1104580309103406E+001
#  0.110458E+001  -0.722177E-015  -0.722177E-015
# -0.722177E-015  -0.552290E+000   0.554312E+000
# -0.722177E-015   0.554312E+000  -0.552290E+000
   3.89896  32  28  28 -0.7148847257055111E+000  0.1173631875929992E-001  0.7031484069462176E+000
#  0.703148E+000  -0.779338E-015  -0.779338E-015
# -0.779338E-015  -0.351574E+000   0.363311E+000
# -0.779338E-015   0.363311E+000  -0.351574E+000
   3.92105  32  29  29 -0.4050671850957792E+000  0.1124393398910843E-001  0.3938232511066763E+000
#  0.393823E+000  -0.830306E-015  -0.830306E-015
# -0.830306E-015  -0.196912E+000   0.208156E+000
# -0.830306E-015   0.208156E+000  -0.196912E+000
   3.94315  32  30  30 -0.1809721171152144E+000  0.6488671926528217E-002  0.1744834451886924E+000
#  0.174483E+000  -0.869047E-015  -0.869047E-015
# -0.869047E-015  -0.872417E-001   0.937304E-001
# -0.869047E-015   0.937304E-001  -0.872417E-001
   3.96525  32  31  31 -0.4538512391281291E-001  0.1847643522427334E-002  0.4353748039038557E-001
#  0.435375E-001  -0.892748E-015  -0.892748E-015
# -0.892748E-015  -0.217687E-001   0.236164E-001
# -0.892748E-015   0.236164E-001  -0.217687E-001
   3.98735  32  32  32 -0.1957870157038644E-014  0.2446987447937033E-014  0.4167396570435339E-014
# -0.155217E-014  -0.900681E-015  -0.900681E-015
# -0.900681E-015   0.310434E-014  -0.106305E-014
# -0.900681E-015  -0.106305E-014   0.310434E-014
   4.00297  32  32  31 -0.4347930068261071E-001  0.2173965034130441E-001  0.2173965034130940E-001
#  0.217397E-001  -0.902084E-015  -0.887735E-015
# -0.902084E-015   0.217397E-001  -0.105310E-014
# -0.887735E-015  -0.105310E-014  -0.434793E-001
   4.01860  32  32  30 -0.1735547978588829E+000  0.8677739892944127E-001  0.8677739892944625E-001
#  0.867774E-001  -0.906025E-015  -0.850221E-015
# -0.906025E-015   0.867774E-001  -0.102467E-014
# -0.850221E-015  -0.102467E-014  -0.173555E+000
   4.03422  32  32  29 -0.3891407864156752E+000  0.1945703932078381E+000  0.1945703932078431E+000
#  0.194570E+000  -0.911729E-015  -0.791871E-015
# -0.911729E-015   0.194570E+000  -0.981361E-015
# -0.791871E-015  -0.981361E-015  -0.389141E+000
   4.04985  32  32  28 -0.6884328363474543E+000  0.3442164181737277E+000  0.3442164181737322E+000
#  0.344216E+000  -0.918002E-015  -0.718055E-015
# -0.918002E-015   0.344216E+000  -0.927007E-015
# -0.718055E-015  -0.927007E-015  -0.688433E+000
   4.06547  32  32  27 -0.1068915572788022E+001  0.5344577863940098E+000  0.5344577863940149E+000
#  0.534458E+000  -0.923379E-015  -0.634613E-015
# -0.923379E-015   0.534458E+000  -0.863692E-015
# -0.634613E-015  -0.863692E-015  -0.106892E+001
   4.08110  32  32  26 -0.1527373886445387E+001  0.7636869432226918E+000  0.7636869432226975E+000
#  0.763687E+000  -0.926356E-015  -0.546585E-015
# -0.926356E-015   0.763687E+000  -0.790753E-015
# -0.546585E-015  -0.790753E-015  -0.152737E+001
   4.09672  32  32  25 -0.2059907878509573E+001  0.1029953939254785E+001  0.1029953939254790E+001
#  0.102995E+001  -0.925688E-015  -0.457371E-015
# -0.925688E-015   0.102995E+001  -0.705398E-015
# -0.457371E-015  -0.705398E-015  -0.205991E+001
   4.11235  32  32  24 -0.2661951910459021E+001  0.1330975955229509E+001  0.1330975955229514E+001
#  0.133098E+001  -0.920698E-015  -0.368702E-015
# -0.920698E-015   0.133098E+001  -0.604682E-015
# -0.368702E-015  -0.604682E-015  -0.266195E+001
   4.12797  32  32  23 -0.3328298180092022E+001  0.1664149090046009E+001  0.1664149090046015E+001
#  0.166415E+001  -0.911452E-015  -0.281378E-015
# -0.911452E-015   0.166415E+001  -0.487766E-015
# -0.281378E-015  -0.487766E-015  -0.332830E+001
   4.14360  32  32  22 -0.4053125277139937E+001  0.2026562638569966E+001  0.2026562638569970E+001
#  0.202656E+001  -0.898746E-015  -0.196225E-015
# -0.898746E-015   0.202656E+001  -0.357234E-015
# -0.196225E-015  -0.357234E-015  -0.405313E+001
   4.15922  32  32  21 -0.4830032181696946E+001  0.2415016090848470E+001  0.2415016090848475E+001
#  0.241502E+001  -0.883860E-015  -0.114652E-015
# -0.883860E-015   0.241502E+001  -0.218761E-015
# -0.114652E-015  -0.218761E-015  -0.483003E+001
   4.17485  32  32  20 -0.5652078153401713E+001  0.2826039076700853E+001  0.2826039076700857E+001
#  0.282604E+001  -0.868210E-015  -0.384746E-016
# -0.868210E-015   0.282604E+001  -0.794436E-016
# -0.384746E-016  -0.794436E-016  -0.565208E+001
   4.19047  32  32  19 -0.6511828916227296E+001  0.3255914458113645E+001  0.3255914458113650E+001
#  0.325591E+001  -0.853008E-015   0.307320E-016
# -0.853008E-015   0.325591E+001   0.542075E-016
#  0.307320E-016   0.542075E-016  -0.651183E+001
   4.20610  32  32  18 -0.7401409470893907E+001  0.3700704735446950E+001  0.3700704735446956E+001
#  0.370070E+001  -0.839020E-015   0.922113E-016
# -0.839020E-015   0.370070E+001   0.177492E-015
#  0.922113E-016   0.177492E-015  -0.740141E+001
   4.22172  32  32  17 -0.8312563763177405E+001  0.4156281881588699E+001  0.4156281881588704E+001
#  0.415628E+001  -0.826419E-015   0.146094E-015
# -0.826419E-015   0.415628E+001   0.287479E-015
#  0.146094E-015   0.287479E-015  -0.831256E+001
   4.23735  32  32  16 -0.9236721301691443E+001  0.4618360650845717E+001  0.4618360650845724E+001
#  0.461836E+001  -0.814750E-015   0.192923E-015
# -0.814750E-015   0.461836E+001   0.382032E-015
#  0.192923E-015   0.382032E-015  -0.923672E+001
   4.25297  32  32  15 -0.1016507065433718E+002  0.5082535327168589E+001  0.5082535327168594E+001
#  0.508254E+001  -0.802975E-015   0.232987E-015
# -0.802975E-015   0.508254E+001   0.458820E-015
#  0.232987E-015   0.458820E-015  -0.101651E+002
   4.26860  32  32  14 -0.1108863956132955E+002  0.5544319780664772E+001  0.5544319780664776E+001
#  0.554432E+001  -0.789686E-015   0.265957E-015
# -0.789686E-015   0.554432E+001   0.515152E-015
#  0.265957E-015   0.515152E-015  -0.110886E+002
   4.28422  32  32  13 -0.1199838118898733E+002  0.5999190594493658E+001  0.5999190594493665E+001
#  0.599919E+001  -0.773478E-015   0.291118E-015
# -0.773478E-015   0.599919E+001   0.548901E-015
#  0.291118E-015   0.548901E-015  -0.119984E+002
   4.29985  32  32  12 -0.1288526581852746E+002  0.6442632909263726E+001  0.6442632909263732E+001
#  0.644263E+001  -0.753449E-015   0.308139E-015
# -0.753449E-015   0.644263E+001   0.560035E-015
#  0.308139E-015   0.560035E-015  -0.128853E+002
   4.31547  32  32  11 -0.1374037702585321E+002  0.6870188512926601E+001  0.6870188512926605E+001
#  0.687019E+001  -0.729662E-015   0.318019E-015
# -0.729662E-015   0.687019E+001   0.551813E-015
#  0.318019E-015   0.551813E-015  -0.137404E+002
   4.33110  32  32  10 -0.1455501117123709E+002  0.7277505585618539E+001  0.7277505585618544E+001
