0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025601207720 [eV/u.c.]
0.020    total_energy      -0.026424862298 [eV/u.c.]
0.030    total_energy      -0.027773461800 [eV/u.c.]
0.040    total_energy      -0.029610769034 [eV/u.c.]
0.050    total_energy      -0.031886051932 [eV/u.c.]
0.060    total_energy      -0.034534083549 [eV/u.c.]
0.070    total_energy      -0.037475142061 [eV/u.c.]
0.080    total_energy      -0.040615010771 [eV/u.c.]
0.090    total_energy      -0.043844978102 [eV/u.c.]
0.100    total_energy      -0.047041837602 [eV/u.c.]
0.110    total_energy      -0.050067887943 [eV/u.c.]
0.120    total_energy      -0.052770932918 [eV/u.c.]
0.130    total_energy      -0.054984281444 [eV/u.c.]
0.140    total_energy      -0.056526747563 [eV/u.c.]
0.150    total_energy      -0.057202650437 [eV/u.c.]
0.160    total_energy      -0.056801814355 [eV/u.c.]
0.170    total_energy      -0.055099568724 [eV/u.c.]
0.180    total_energy      -0.051856748083 [eV/u.c.]
0.190    total_energy      -0.046819692087 [eV/u.c.]
0.200    total_energy      -0.039720245510 [eV/u.c.]
