0.000    total_energy      -0.025324240381 [eV/u.c.]
0.010    total_energy      -0.025547881363 [eV/u.c.]
0.020    total_energy      -0.026211737950 [eV/u.c.]
0.030    total_energy      -0.027294611060 [eV/u.c.]
0.040    total_energy      -0.028761168893 [eV/u.c.]
0.050    total_energy      -0.030561946927 [eV/u.c.]
0.060    total_energy      -0.032633347919 [eV/u.c.]
0.070    total_energy      -0.034897641907 [eV/u.c.]
0.080    total_energy      -0.037262966208 [eV/u.c.]
0.090    total_energy      -0.039623325419 [eV/u.c.]
0.100    total_energy      -0.041858591414 [eV/u.c.]
0.110    total_energy      -0.043834503350 [eV/u.c.]
0.120    total_energy      -0.045402667662 [eV/u.c.]
0.130    total_energy      -0.046400558064 [eV/u.c.]
0.140    total_energy      -0.046651515549 [eV/u.c.]
0.150    total_energy      -0.045964748393 [eV/u.c.]
0.160    total_energy      -0.044135332146 [eV/u.c.]
0.170    total_energy      -0.040944209644 [eV/u.c.]
0.180    total_energy      -0.036158190996 [eV/u.c.]
0.190    total_energy      -0.029529953595 [eV/u.c.]
0.200    total_energy      -0.020798042112 [eV/u.c.]
