0.000    total_energy       0.024003715545 [eV/u.c.]
0.010    total_energy       0.023678094704 [eV/u.c.]
0.020    total_energy       0.022708931691 [eV/u.c.]
0.030    total_energy       0.021119325034 [eV/u.c.]
0.040    total_energy       0.018947772283 [eV/u.c.]
0.050    total_energy       0.016248170005 [eV/u.c.]
0.060    total_energy       0.013089813787 [eV/u.c.]
0.070    total_energy       0.009557398234 [eV/u.c.]
0.080    total_energy       0.005751016974 [eV/u.c.]
0.090    total_energy       0.001786162652 [eV/u.c.]
0.100    total_energy      -0.002206273070 [eV/u.c.]
0.110    total_energy      -0.006079999505 [eV/u.c.]
0.120    total_energy      -0.009673326953 [eV/u.c.]
0.130    total_energy      -0.012809166689 [eV/u.c.]
0.140    total_energy      -0.015295030973 [eV/u.c.]
0.150    total_energy      -0.016923033042 [eV/u.c.]
0.160    total_energy      -0.017469887118 [eV/u.c.]
0.170    total_energy      -0.016696908399 [eV/u.c.]
0.180    total_energy      -0.014350013066 [eV/u.c.]
0.190    total_energy      -0.010159718281 [eV/u.c.]
0.200    total_energy      -0.003841142187 [eV/u.c.]
